sys i itr dvfs rapl read_5th read_10th read_50th read_90th read_95th read_99th measure_QPS target_QPS time joules rx_desc rx_bytes tx_desc tx_bytes instructions ref_cycles num_interrupts
linux_tuned 2 1 0x1d00 135 46.1 48.3 58.7 77.5 85.6 112.7 750127.5 750000 20.01 2937.97 15786195 2701014148 45064425 3595195056 321103334788.0 678376959811.0 316150
linux_tuned 0 1 0x1d00 135 46.4 48.9 59.6 80.8 92.1 127.2 799794.5 800000 20.01 2988.78 16850630 2880682502 48006292 3837227957 337183604935.0 707322630950.0 316385
linux_tuned 1 1 0x1d00 135 47.6 50.3 60.9 81.8 92.5 126.6 799798.5 800000 20.01 2986.64 16851086 2880287470 48010553 3832244264 337173252394.0 706966065336.0 316355
linux_tuned 2 1 0x1d00 135 46.5 49.1 59.8 80.6 92.5 125.1 799962.0 800000 20.01 2987.76 16849712 2880350539 48019681 3834904937 337451304826.0 707075971131.0 316561
linux_tuned 0 1 0x1d00 135 47.0 50.0 61.4 86.3 100.0 146.0 849664.9 850000 20.01 3032.91 17919430 3063684301 50954049 4086070996 352572476848.0 732831371178.0 316666
linux_tuned 1 1 0x1d00 135 47.5 50.3 62.0 86.5 100.4 145.3 849667.8 850000 20.01 3032.72 17915709 3060444211 50950560 4072903002 352453529855.0 733181596087.0 316571
linux_tuned 2 1 0x1d00 135 47.3 50.2 61.3 86.0 99.1 141.5 849647.0 850000 20.01 3030.93 17907952 3057923663 50944575 4067722779 352286467756.0 731650198800.0 316689
linux_tuned 0 1 0x1d00 135 47.6 50.5 63.2 93.9 112.5 178.2 899649.8 900000 20.01 3073.09 18981381 3241110260 53873056 4301295212 367300933926.0 755271614794.0 316394
linux_tuned 1 1 0x1d00 135 47.2 50.2 63.0 93.9 111.4 175.0 899839.6 900000 20.01 3074.33 18981928 3242206437 53883296 4310095727 367142005436.0 755427777213.0 316588
linux_tuned 2 1 0x1d00 135 47.5 50.4 63.1 93.8 111.0 171.1 900216.9 900000 20.01 3075.7 18985441 3243277684 53910855 4312498688 366950849486.0 754502697832.0 316635
linux_tuned 0 1 0x1d00 135 48.2 51.1 65.6 107.9 135.1 225.6 950416.9 950000 20.01 3111.69 20066072 3423927247 56800962 4547465677 380660895218.0 774510332882.0 316587
linux_tuned 1 1 0x1d00 135 47.6 50.7 65.0 105.9 130.8 214.5 949786.6 950000 20.01 3111.87 20056422 3422135638 56772625 4548788345 380524506587.0 774167205955.0 316481
linux_tuned 2 1 0x1d00 135 48.9 51.5 66.0 106.6 132.5 212.3 950132.8 950000 20.01 3113.33 20064916 3423866266 56786959 4550690008 380508231992.0 774729292046.0 316522
linux_tuned 0 1 0x1d00 135 48.6 51.7 68.7 124.1 157.5 275.9 999567.7 1000000 20.01 3141.52 21134968 3602573360 59590929 4784701109 392938136430.0 789307144199.0 316419
linux_tuned 1 1 0x1d00 135 48.9 51.8 68.8 124.3 157.2 278.5 999605.7 1000000 20.01 3143.41 21132408 3603433563 59596539 4786927930 393330226546.0 789955273319.0 316497
linux_tuned 2 1 0x1d00 135 49.0 51.9 69.0 124.9 156.8 263.4 999470.4 1000000 20.01 3143.45 21132899 3605487975 59584077 4790610450 392733048317.0 788185536284.0 316387
