sys msg i itr dvfs time pk0j joules ins cyc refcyc llcmiss c7 num_interrupts
ebbrt_tuned 8192 0 10 0xc00 0.266140 4.641726 5.001038 136236944 303610941 733755622 1302340 9071 14739
ebbrt_tuned 8192 1 10 0xc00 0.265031 4.629259 4.982359 136220957 302416696 730869919 1291219 8991 14648
ebbrt_tuned 64 0 12 0x1d00 0.127789 2.224496 2.651852 26488964 65708201 126931782 33150 9855 9903
ebbrt_tuned 64 1 12 0x1d00 0.127235 2.224969 2.592048 26483841 65391009 126651700 35340 9785 9860
ebbrt_tuned 64 0 12 0x1b00 0.128006 2.223763 2.783012 26501128 66388136 128805443 34540 9919 9966
ebbrt_tuned 64 1 12 0x1b00 0.128019 2.225198 2.794930 26501932 66228683 128438158 35717 9932 9982
ebbrt_tuned 64 0 12 0x1900 0.173644 3.026409 4.508491 26095570 233957960 402154803 597278 7136 7193
ebbrt_tuned 64 1 12 0x1900 0.173385 3.031628 4.523003 26101333 234850379 402352264 598579 7171 7233
ebbrt_tuned 64 0 12 0x1700 0.177677 3.096147 4.395613 26109400 236334249 412852497 607566 7277 7289
ebbrt_tuned 64 1 12 0x1700 0.177456 3.095308 4.389600 26108249 236085955 412617800 604603 7269 7280
ebbrt_tuned 64 0 12 0x1500 0.174451 3.044675 4.081440 26129969 223877972 404896956 563113 6755 7511
ebbrt_tuned 64 1 12 0x1500 0.174399 3.047865 4.091450 26129456 224183545 404162067 565325 6757 7513
ebbrt_tuned 64 0 12 0x1300 0.171784 2.994561 3.865022 26229901 232915920 412975138 600381 7201 8233
ebbrt_tuned 64 1 12 0x1300 0.172546 3.011836 3.880862 26219134 231233648 412537383 595131 7114 8160
ebbrt_tuned 64 0 12 0x1100 0.150814 2.627452 3.262161 26427600 227850137 394409164 586194 7027 9775
ebbrt_tuned 64 1 12 0x1100 0.151685 2.644970 3.283525 26426949 229175942 396733659 589379 7091 9774
ebbrt_tuned 64 0 12 0xf00 0.159897 2.785057 3.196085 26145366 181636983 384850706 428838 5036 7863
ebbrt_tuned 64 1 12 0xf00 0.159760 2.784172 3.195215 26147627 181621252 384885796 426931 5041 7880
ebbrt_tuned 64 0 12 0xd00 0.176131 3.081086 3.334585 25860249 180189625 417389605 428349 5030 5646
ebbrt_tuned 64 1 12 0xd00 0.175965 3.061873 3.334005 25819057 180121107 417035428 427143 5033 5334
ebbrt_tuned 64 0 12 0xc00 0.158170 2.747273 2.943608 25780508 175331923 423763979 428128 5022 5048
ebbrt_tuned 64 1 12 0xc00 0.158324 2.749944 2.962348 25783091 175489245 424140979 425827 5025 5074
ebbrt_tuned 8192 0 12 0x1d00 0.229302 3.997891 6.081430 136964041 173529566 296621512 219042 13429 17414
ebbrt_tuned 8192 1 12 0x1d00 0.226186 3.949441 6.078058 136908315 172288496 294890270 215564 13214 17216
ebbrt_tuned 8192 0 12 0x1b00 0.230558 4.017333 5.841818 136798428 172917410 297657334 215216 13453 17355
ebbrt_tuned 8192 1 12 0x1b00 0.227886 3.980708 5.833883 136846410 172739739 293970622 219968 13339 17277
ebbrt_tuned 8192 0 12 0x1900 0.226109 3.947472 5.508448 136791387 170441691 296495739 218612 13141 17019
ebbrt_tuned 8192 1 12 0x1900 0.227265 3.966288 5.552183 136857902 171444143 298533772 216401 13261 17078
ebbrt_tuned 8192 0 12 0x1700 0.227561 3.980495 5.312189 136823315 168975846 305787223 213591 13136 16912
ebbrt_tuned 8192 1 12 0x1700 0.229975 4.016127 5.334484 136776769 169538061 308386580 212040 13312 17024
ebbrt_tuned 8192 0 12 0x1500 0.232272 4.051851 5.122004 136770709 170820205 324296328 230510 13302 16909
ebbrt_tuned 8192 1 12 0x1500 0.232407 4.069797 5.141354 136784697 170435069 323625500 230200 13315 16913
ebbrt_tuned 8192 0 12 0x1300 0.232960 4.071445 4.917810 136778739 172558634 338965427 247437 12843 16882
ebbrt_tuned 8192 1 12 0x1300 0.232348 4.050202 4.915154 136748343 169604961 333583665 230442 12861 16872
ebbrt_tuned 8192 0 12 0x1100 0.251810 4.400237 5.493585 136138781 382953323 666355794 1347059 9953 15141
ebbrt_tuned 8192 1 12 0x1100 0.250152 4.364025 5.449132 136146429 381852342 664017814 1351911 10050 15272
ebbrt_tuned 8192 0 12 0xf00 0.271981 4.751506 5.507090 136554506 322617982 672513712 1170247 7667 14645
ebbrt_tuned 8192 1 12 0xf00 0.269158 4.700965 5.449895 136468170 319719529 665864360 1156678 7510 14503
ebbrt_tuned 8192 0 12 0xd00 0.280707 4.909997 5.350767 136494357 294000284 680008037 1149353 7353 12982
ebbrt_tuned 8192 1 12 0xd00 0.279466 4.880530 5.332104 136418625 292933896 677131411 1135259 7311 12891
ebbrt_tuned 8192 0 12 0xc00 0.254823 4.455859 4.793914 136153631 290092736 701088688 1146639 7435 13020
ebbrt_tuned 8192 1 12 0xc00 0.253162 4.419876 4.759991 136073765 288227998 696580986 1142546 7334 12890
ebbrt_tuned 64 0 14 0x1d00 0.144485 2.521914 3.340506 26494716 64234608 129982930 35202 9590 9970
ebbrt_tuned 64 1 14 0x1d00 0.144148 2.504853 3.340048 26492038 63977792 130659877 35264 9608 9948
ebbrt_tuned 64 0 14 0x1b00 0.142084 2.469266 3.245573 26474540 64091937 130968814 33059 9678 9802
ebbrt_tuned 64 1 14 0x1b00 0.142159 2.484679 3.242109 26475328 64175555 131094500 35384 9695 9808
ebbrt_tuned 64 0 14 0x1900 0.145212 2.519045 3.230344 26484622 63665833 132185683 33426 9519 9896
ebbrt_tuned 64 1 14 0x1900 0.145351 2.538882 3.250304 26488687 63812477 132850189 36198 9559 9916
ebbrt_tuned 64 0 14 0x1700 0.177572 3.098986 4.397352 26116126 236978087 412929521 609178 7298 7331
ebbrt_tuned 64 1 14 0x1700 0.178112 3.100893 4.446505 26115640 237073175 413112047 606982 7295 7335
ebbrt_tuned 64 0 14 0x1500 0.175409 3.063750 4.122214 26207057 224718588 404280126 566122 6755 8108
ebbrt_tuned 64 1 14 0x1500 0.174797 3.044599 4.093724 26199190 223870716 404110911 560511 6731 8057
ebbrt_tuned 64 0 14 0x1300 0.152626 2.659284 3.051207 26503461 65357840 141351191 34249 9984 9988
ebbrt_tuned 64 1 14 0x1300 0.152705 2.659772 3.058486 26501247 66772201 143392066 39958 9959 9972
ebbrt_tuned 64 0 14 0x1100 0.156677 2.729953 3.393443 26435509 236899107 409656204 614208 7420 9797
ebbrt_tuned 64 1 14 0x1100 0.157247 2.746373 3.414700 26428911 236735833 410151002 617410 7400 9760
ebbrt_tuned 64 0 14 0xf00 0.169472 2.957327 3.398112 26206604 193895521 408897013 478217 5638 8277
ebbrt_tuned 64 1 14 0xf00 0.169594 2.955572 3.401729 26202448 193414451 408467871 473696 5608 8248
ebbrt_tuned 64 0 14 0xd00 0.177132 3.078659 3.353095 26061577 181352903 420061143 427754 5032 7213
ebbrt_tuned 64 1 14 0xd00 0.177085 3.097337 3.352881 26062772 181279178 419972606 427913 5034 7223
ebbrt_tuned 64 0 14 0xc00 0.158245 2.765036 2.945562 25793441 175406812 423942387 426458 5025 5125
ebbrt_tuned 64 1 14 0xc00 0.158195 2.762625 2.965064 25790409 175350889 423811220 428169 5023 5107
ebbrt_tuned 8192 0 14 0x1d00 0.247553 4.329018 5.881921 136287225 170551916 297152270 224438 12830 16492
ebbrt_tuned 8192 1 14 0x1d00 0.246347 4.294744 5.905025 136276920 170294746 296756565 223911 12848 16478
ebbrt_tuned 8192 0 14 0x1b00 0.246042 4.295995 5.826161 136307875 171257806 296767092 229542 13220 16585
ebbrt_tuned 8192 1 14 0x1b00 0.246922 4.316291 5.901775 136301128 170470661 298658646 224970 13158 16581
ebbrt_tuned 8192 0 14 0x1900 0.247422 4.334573 5.714305 136300057 168674654 302460807 227950 13044 16574
ebbrt_tuned 8192 1 14 0x1900 0.248977 4.337060 5.762268 136344290 169244723 305204352 224814 13078 16673
ebbrt_tuned 8192 0 14 0x1700 0.247518 4.316978 5.518032 136343034 166730648 308264316 223421 13028 16628
ebbrt_tuned 8192 1 14 0x1700 0.246290 4.315513 5.471504 136318600 166324898 307628520 225410 12933 16539
ebbrt_tuned 8192 0 14 0x1500 0.246091 4.297720 5.309992 136288857 163950070 315230522 214199 12646 16396
ebbrt_tuned 8192 1 14 0x1500 0.246071 4.298483 5.294564 136284290 164475838 315753537 221212 12621 16390
ebbrt_tuned 8192 0 14 0x1300 0.245794 4.296636 5.120050 136235849 163874309 326082960 231773 12280 16184
ebbrt_tuned 8192 1 14 0x1300 0.246638 4.295339 5.128230 136271218 164301213 327766323 233388 12362 16195
ebbrt_tuned 8192 0 14 0x1100 0.247129 4.316032 4.942546 136243408 167375235 345540336 256998 12141 16292
ebbrt_tuned 8192 1 14 0x1100 0.246209 4.300909 4.921503 136240725 165349525 341759461 249642 12006 16171
ebbrt_tuned 8192 0 14 0xf00 0.274790 4.802261 5.549955 135914135 326154739 679099206 1243104 8527 14057
ebbrt_tuned 8192 1 14 0xf00 0.273125 4.770200 5.527599 135919586 326160867 677188889 1252443 8644 14151
ebbrt_tuned 8192 0 14 0xd00 0.267417 4.667515 5.105416 135646594 280206525 648273859 1026041 6075 11930
ebbrt_tuned 8192 1 14 0xd00 0.268451 4.698554 5.121272 135671190 280655096 649474720 1028030 6044 11893
ebbrt_tuned 8192 0 14 0xc00 0.244178 4.266376 4.606643 135570158 278295219 672575859 1096303 6877 11897
ebbrt_tuned 8192 1 14 0xc00 0.244272 4.265552 4.588621 135579166 278431601 672905270 1090048 6866 11891
ebbrt_tuned 64 0 16 0x1d00 0.164694 2.871749 3.197382 26503492 61447693 144786821 32920 9990 9979
ebbrt_tuned 64 1 16 0x1d00 0.164758 2.871261 3.186288 26503760 61385772 144942290 35285 9993 9987
ebbrt_tuned 64 0 16 0x1b00 0.164822 2.873443 3.142431 26503207 61353178 145226577 32894 9989 9977
ebbrt_tuned 64 1 16 0x1b00 0.164949 2.871718 3.152701 26505384 61529723 145338024 35337 9992 9981
ebbrt_tuned 64 0 16 0x1900 0.164815 2.873077 3.197108 26499482 61508802 144433601 32879 9969 9957
ebbrt_tuned 64 1 16 0x1900 0.164742 2.873534 3.136571 26501105 61385112 144975408 35288 9981 9968
ebbrt_tuned 64 0 16 0x1700 0.164810 2.872848 3.135839 26503662 61508356 145296148 35214 9994 9981
ebbrt_tuned 64 1 16 0x1700 0.164744 2.874465 3.115848 26504036 61461511 145265263 33335 9981 9973
ebbrt_tuned 64 0 16 0x1500 0.164515 2.873901 3.051313 26499818 62245639 146723209 38689 9966 9961
ebbrt_tuned 64 1 16 0x1500 0.164799 2.873733 3.059294 26499159 63357996 148583298 41243 9950 9959
ebbrt_tuned 64 0 16 0x1300 0.164521 2.855894 2.940083 26499526 61709832 146381937 34733 9965 9960
ebbrt_tuned 64 1 16 0x1300 0.164457 2.873336 2.957785 26494472 62767641 147973051 40772 9939 9941
ebbrt_tuned 64 0 16 0x1100 0.164551 2.873290 2.927830 26499451 61294601 146162175 33046 9971 9969
ebbrt_tuned 64 1 16 0x1100 0.164227 2.858854 2.938344 26501068 61149286 145923795 35370 9961 9959
ebbrt_tuned 64 0 16 0xf00 0.178815 3.117832 3.579111 26314278 201647508 426623002 499945 5942 9052
ebbrt_tuned 64 1 16 0xf00 0.179350 3.134709 3.598445 26315807 202609496 428124303 506386 5994 9058
ebbrt_tuned 64 0 16 0xd00 0.181716 3.170601 3.429868 26246647 185836090 430424119 445169 5257 8618
ebbrt_tuned 64 1 16 0xd00 0.181613 3.171104 3.428388 26243554 185421593 429556323 445891 5242 8596
ebbrt_tuned 64 0 16 0xc00 0.167058 2.909151 3.113315 26425254 185376389 448021580 442456 5246 10005
ebbrt_tuned 64 1 16 0xc00 0.168999 2.945195 3.167686 26428592 187271198 452609757 452738 5395 10004
ebbrt_tuned 8192 0 16 0x1d00 0.241298 4.214782 6.043097 136367061 165027253 286546013 232093 11670 14384
ebbrt_tuned 8192 1 16 0x1d00 0.240175 4.195539 5.994479 136318266 165301307 287465864 228488 11642 14322
ebbrt_tuned 8192 0 16 0x1b00 0.243042 4.251619 5.945434 136262348 164918554 288363820 234370 11776 14473
ebbrt_tuned 8192 1 16 0x1b00 0.243052 4.248384 5.949905 136274210 164946991 288844002 229569 11751 14466
ebbrt_tuned 8192 0 16 0x1900 0.238194 4.179058 5.610293 136353975 163896867 287838340 231571 11576 14238
ebbrt_tuned 8192 1 16 0x1900 0.239946 4.196119 5.651556 136310979 163903015 288962496 232212 11654 14316
ebbrt_tuned 8192 0 16 0x1700 0.236311 4.126228 5.332195 136259865 161831960 291429874 220716 11453 14188
ebbrt_tuned 8192 1 16 0x1700 0.236550 4.126213 5.346494 136285422 161865396 291761170 232089 11453 14192
ebbrt_tuned 8192 0 16 0x1500 0.234793 4.108496 5.032321 136204908 159115200 295819662 232534 11100 14156
ebbrt_tuned 8192 1 16 0x1500 0.234895 4.107931 5.017717 136229316 159030464 295378601 230052 11118 14158
ebbrt_tuned 8192 0 16 0x1300 0.243085 4.247468 5.027926 136414722 158988458 314326969 220140 11402 14633
ebbrt_tuned 8192 1 16 0x1300 0.243436 4.263614 5.032077 136486541 159244942 314845895 224620 11461 14657
ebbrt_tuned 8192 0 16 0x1100 0.250864 4.388914 4.979430 136358177 166076873 343286862 256708 11778 15093
ebbrt_tuned 8192 1 16 0x1100 0.249783 4.374508 4.976882 136342311 163283348 338360951 239559 11763 15043
ebbrt_tuned 8192 0 16 0xf00 0.260770 4.564571 5.050496 136091779 194301912 420027677 428854 11202 14943
ebbrt_tuned 8192 1 16 0xf00 0.253711 4.423569 4.870061 136127266 166795362 365228378 264095 11659 15101
ebbrt_tuned 8192 0 16 0xd00 0.288595 5.033786 5.499216 135760632 300380568 694997093 1143179 7340 12728
ebbrt_tuned 8192 1 16 0xd00 0.288658 5.033984 5.501291 135761271 300245536 694810420 1142426 7283 12685
ebbrt_tuned 8192 0 16 0xc00 0.261319 4.579633 4.908150 135655508 296339100 716186755 1127870 7237 12513
ebbrt_tuned 8192 1 16 0xc00 0.260453 4.563580 4.889106 135644107 295493252 714142632 1126491 7142 12433
ebbrt_tuned 65536 0 6 0x1d00 0.737658 12.690292 20.055349 287485853 620491164 1031794480 524344 80891 89280
ebbrt_tuned 65536 1 6 0x1d00 0.738714 12.705492 20.096931 287195086 618211024 1027759565 525713 80873 89225
ebbrt_tuned 65536 0 6 0x1b00 0.738977 12.723346 19.096457 287153922 613982563 1033591146 526367 80430 88642
ebbrt_tuned 65536 1 6 0x1b00 0.740080 12.749516 19.146753 287505977 614616975 1033584853 527202 80521 88633
ebbrt_tuned 65536 0 6 0x1900 0.739403 12.714891 18.130224 287317615 609214953 1048554943 527543 79968 88649
ebbrt_tuned 65536 1 6 0x1900 0.738811 12.719241 18.163612 287023615 607785649 1049310306 527919 79647 88596
ebbrt_tuned 65536 0 6 0x1700 0.736408 12.676528 17.269194 287277425 601128867 1066032982 528526 78707 88099
ebbrt_tuned 65536 1 6 0x1700 0.736731 12.689835 17.249233 287683045 600374149 1064762521 531294 78793 88212
ebbrt_tuned 65536 0 6 0x1500 0.731386 12.596932 16.263559 286775758 589409089 1082268922 529306 77434 87269
ebbrt_tuned 65536 1 6 0x1500 0.730768 12.603463 16.256952 286938247 588643659 1082123719 531014 77291 87258
ebbrt_tuned 65536 0 6 0x1300 0.723463 12.476775 15.313029 286973452 578732142 1106304267 533235 75695 87142
ebbrt_tuned 65536 1 6 0x1300 0.723640 12.479262 15.314250 286784206 580548762 1108523144 533644 75715 87102
ebbrt_tuned 65536 0 6 0x1100 0.720972 12.401756 14.540140 287427677 564007336 1137672233 537020 73556 86842
ebbrt_tuned 65536 1 6 0x1100 0.722005 12.427592 14.537973 287292842 565669974 1139288374 537582 74043 86963
ebbrt_tuned 65536 0 6 0xf00 0.725352 12.502046 14.022613 288473310 550802447 1182530738 540836 71300 86233
ebbrt_tuned 65536 1 6 0xf00 0.726071 12.510209 14.020354 288572026 550838503 1182985487 541437 71248 86363
ebbrt_tuned 65536 0 6 0xd00 0.734283 12.639126 13.611753 288166563 533753332 1235514347 545630 69034 86227
ebbrt_tuned 65536 1 6 0xd00 0.735025 12.657560 13.611295 288340593 534494278 1237355470 545830 69161 86406
ebbrt_tuned 65536 0 6 0xc00 0.718209 12.373693 13.097063 280476259 569549451 1376428131 528306 88103 99303
ebbrt_tuned 65536 1 6 0xc00 0.717557 12.341205 13.084275 280063771 569563593 1376449620 526916 88682 99481
ebbrt_tuned 524288 0 6 0x1d00 4.730060 81.588982 131.337799 2205594962 4802939375 7557107448 3957648 459073 547981
ebbrt_tuned 524288 1 6 0x1d00 4.728673 81.586327 131.382080 2206073162 4797796520 7553034804 3958933 458211 547329
ebbrt_tuned 524288 0 6 0x1b00 4.735643 81.683350 125.110931 2208005881 4765675355 7676893949 3961882 457785 549440
ebbrt_tuned 524288 1 6 0x1b00 4.737557 81.700500 125.256325 2208111416 4774622993 7681212890 3963451 458651 549459
ebbrt_tuned 524288 0 6 0x1900 4.749301 81.931053 118.993942 2212633864 4714882863 7818208745 3978261 452256 546684
ebbrt_tuned 524288 1 6 0x1900 4.748850 81.871429 118.977402 2212718102 4717337523 7820956756 3975621 451856 546504
ebbrt_tuned 524288 0 6 0x1700 4.754159 82.063095 113.585434 2215487924 4641509942 7988955322 4002617 441875 542264
ebbrt_tuned 524288 1 6 0x1700 4.755063 82.013695 113.551804 2214681422 4637999148 7985894604 3988379 442538 542884
ebbrt_tuned 524288 0 6 0x1500 4.761080 82.101746 107.794952 2216473421 4544491792 8164548379 4039851 427100 534692
ebbrt_tuned 524288 1 6 0x1500 4.762599 82.054276 107.874954 2216312078 4541998090 8163367847 4017394 427776 535064
ebbrt_tuned 524288 0 6 0x1300 4.752448 81.890839 102.461929 2209924826 4510585681 8450677314 4264232 407717 526414
ebbrt_tuned 524288 1 6 0x1300 4.753409 81.942268 102.463669 2211938020 4456098370 8387022691 4059697 412044 529215
ebbrt_tuned 524288 0 6 0x1100 4.741344 81.614082 103.098259 2113637672 7491298539 12828440754 25958710 261910 417390
ebbrt_tuned 524288 1 6 0x1100 4.741757 81.675034 103.040787 2113610290 7480155431 12813733781 25851474 260647 415733
ebbrt_tuned 524288 0 6 0xf00 4.795381 82.628159 96.988457 2148805237 5939695489 12176410612 19594354 185798 332519
ebbrt_tuned 524288 1 6 0xf00 4.793680 82.584343 96.999321 2149314392 5943948927 12180597487 19689846 186804 333575
ebbrt_tuned 524288 0 6 0xd00 4.813528 82.948021 91.878006 2149168566 5205932800 11957588154 16553869 149701 290831
ebbrt_tuned 524288 1 6 0xd00 4.814563 82.968224 91.851349 2148877181 5202963585 11952386888 16529836 149453 290229
ebbrt_tuned 524288 0 6 0xc00 4.762258 81.975975 89.287331 2096767817 5461907063 13200077726 18614059 174681 346442
ebbrt_tuned 524288 1 6 0xc00 4.761877 81.959404 89.285957 2097006414 5461632580 13199410784 18606779 174592 345748
ebbrt_tuned 65536 0 10 0x1d00 0.767675 13.204417 19.405182 232731216 464905216 859736929 401989 58060 63408
ebbrt_tuned 65536 1 10 0x1d00 0.766972 13.201015 19.374020 231654379 463362968 855619132 400161 58096 63313
ebbrt_tuned 65536 0 10 0x1b00 0.766548 13.194315 18.549583 230051325 461178890 855932680 401437 57587 62879
ebbrt_tuned 65536 1 10 0x1b00 0.766698 13.172921 18.560541 230071898 461115804 857123797 401023 57538 62814
ebbrt_tuned 65536 0 10 0x1900 0.765731 13.201228 17.783379 228166240 457179849 844151314 397333 57012 62604
ebbrt_tuned 65536 1 10 0x1900 0.766302 13.184839 17.755499 228167269 456664899 845335268 399162 57110 62754
ebbrt_tuned 65536 0 10 0x1700 0.767039 13.200374 17.033274 227556002 453310697 855981110 398211 57110 62436
ebbrt_tuned 65536 1 10 0x1700 0.767308 13.202495 17.089247 227041882 453448146 856174018 397860 57139 62403
ebbrt_tuned 65536 0 10 0x1500 0.769306 13.250472 16.231270 225862775 449408812 868589092 400433 57069 61953
ebbrt_tuned 65536 1 10 0x1500 0.769960 13.237516 16.252998 225492307 449086443 867868181 401142 56993 62001
ebbrt_tuned 65536 0 10 0x1300 0.773342 13.300982 15.694284 225899357 447795904 894493313 402525 56952 62799
ebbrt_tuned 65536 1 10 0x1300 0.773589 13.298678 15.710934 226096873 448049501 895617179 402350 57076 62865
ebbrt_tuned 65536 0 10 0x1100 0.777742 13.375314 15.262733 228177957 446243096 929575744 403171 56793 63674
ebbrt_tuned 65536 1 10 0x1100 0.777295 13.383738 15.247914 228100455 445989496 928759945 402684 56745 63651
ebbrt_tuned 65536 0 10 0xf00 0.780576 13.422254 14.843052 231663428 442876379 968235731 405059 55940 63618
ebbrt_tuned 65536 1 10 0xf00 0.780492 13.423886 14.832767 232623354 442813149 968964472 404376 56030 63749
ebbrt_tuned 65536 0 10 0xd00 0.781698 13.462678 14.338449 242679925 439105723 1021520824 411471 54050 62853
ebbrt_tuned 65536 1 10 0xd00 0.781792 13.441970 14.340982 242682174 439470215 1022137480 411895 54067 62768
ebbrt_tuned 65536 0 10 0xc00 0.764432 13.142965 13.776515 227813909 431858413 1043716525 400861 61400 64938
ebbrt_tuned 65536 1 10 0xc00 0.763094 13.097429 13.760751 230124631 432291006 1044766383 401641 61226 64927
ebbrt_tuned 524288 0 10 0x1d00 4.750758 81.877228 125.224266 1847641763 3648974268 6246016723 2841324 346929 406470
ebbrt_tuned 524288 1 10 0x1d00 4.751764 81.946266 125.113403 1845939947 3652723779 6250315509 2839370 346999 406543
ebbrt_tuned 524288 0 10 0x1b00 4.755612 82.029114 119.666710 1860241224 3629751115 6319750151 2843747 342664 403515
ebbrt_tuned 524288 1 10 0x1b00 4.753028 81.960213 119.649574 1856350524 3630965299 6316505689 2843882 342599 403411
ebbrt_tuned 524288 0 10 0x1900 4.759163 81.994041 114.265648 1868161950 3600613844 6365123377 2850551 335640 399725
ebbrt_tuned 524288 1 10 0x1900 4.758487 82.043915 114.225929 1865848035 3595984419 6356421347 2849382 336011 399727
ebbrt_tuned 524288 0 10 0x1700 4.759385 82.047714 109.212265 1887053401 3577874388 6484363402 2861156 332933 399255
ebbrt_tuned 524288 1 10 0x1700 4.759831 82.080643 109.354843 1887064308 3579274055 6487652408 2866973 332975 398949
ebbrt_tuned 524288 0 10 0x1500 4.759383 82.087708 103.714317 1915387716 3593977217 6691386195 2994284 330352 399376
ebbrt_tuned 524288 1 10 0x1500 4.758247 82.078079 103.809509 1912556397 3617372651 6715869503 3093147 330262 399532
ebbrt_tuned 524288 0 10 0x1300 4.749468 81.945244 101.143860 1912344853 4364021936 7862538464 6616355 315958 402721
ebbrt_tuned 524288 1 10 0x1300 4.750739 81.921188 101.549080 1904456171 4543309757 8085658925 7442206 313157 402756
ebbrt_tuned 524288 0 10 0x1100 4.754942 81.916855 103.540398 1767406825 7420442524 12707424160 19437799 207713 385525
ebbrt_tuned 524288 1 10 0x1100 4.754940 81.948647 103.563080 1767388493 7414581509 12700068803 19423828 207510 385028
ebbrt_tuned 524288 0 10 0xf00 4.809516 82.950630 96.920242 1684076090 5642576185 11797483446 15538810 156837 273349
ebbrt_tuned 524288 1 10 0xf00 4.809782 82.888885 96.929466 1682515180 5641432618 11795648094 15555554 157036 273085
ebbrt_tuned 524288 0 10 0xd00 4.842275 83.477455 92.294174 1642863607 5036678269 11650377553 14270762 140434 241546
ebbrt_tuned 524288 1 10 0xd00 4.841515 83.438507 92.235046 1642618041 5034886154 11646555962 14246811 140166 241456
ebbrt_tuned 524288 0 10 0xc00 4.809326 82.838196 90.264229 1618969163 5417113703 13092023291 15686963 158686 264284
ebbrt_tuned 524288 1 10 0xc00 4.809723 82.850830 90.292648 1619648692 5417290229 13092449185 15700275 158841 264306
ebbrt_tuned 65536 0 14 0x1d00 0.770795 13.266937 18.677965 215912736 392007730 715209165 314201 45149 48411
ebbrt_tuned 65536 1 14 0x1d00 0.769022 13.260574 18.620802 212505626 389980909 709975883 311940 45079 48215
ebbrt_tuned 65536 0 14 0x1b00 0.769235 13.247588 17.974739 217671311 395331870 721437466 315605 45083 48064
ebbrt_tuned 65536 1 14 0x1b00 0.769852 13.242384 18.035307 215959812 393698007 720774758 315314 45078 48083
ebbrt_tuned 65536 0 14 0x1900 0.773879 13.320394 17.443752 223993561 397191184 736702167 320267 44889 48213
ebbrt_tuned 65536 1 14 0x1900 0.773161 13.311085 17.425623 224545180 398792230 739192165 320650 44821 48110
ebbrt_tuned 65536 0 14 0x1700 0.773300 13.320638 16.817787 223330717 392924648 749315688 321052 44241 48240
ebbrt_tuned 65536 1 14 0x1700 0.771666 13.281130 16.783102 222794470 389170228 743061838 321397 44100 48105
ebbrt_tuned 65536 0 14 0x1500 0.773773 13.318166 16.263712 219050548 381344367 748449980 321910 43522 48059
ebbrt_tuned 65536 1 14 0x1500 0.774352 13.338354 16.285793 219863817 382005696 749325896 322252 43598 48127
ebbrt_tuned 65536 0 14 0x1300 0.772674 13.293628 15.567184 216940212 375127086 760482834 321290 42630 47502
ebbrt_tuned 65536 1 14 0x1300 0.773809 13.310184 15.634221 212510607 372560049 755627306 321407 42756 47723
ebbrt_tuned 65536 0 14 0x1100 0.769434 13.242643 14.901543 213473309 366236148 769462452 318688 41971 47187
ebbrt_tuned 65536 1 14 0x1100 0.770514 13.267029 14.936946 215451151 368488932 773925233 320127 41975 47206
ebbrt_tuned 65536 0 14 0xf00 0.771508 13.290148 14.478261 222255884 368490845 810712922 323344 41687 47352
ebbrt_tuned 65536 1 14 0xf00 0.770026 13.251311 14.431825 223709496 368390845 809486425 323255 41528 47262
ebbrt_tuned 65536 0 14 0xd00 0.769118 13.261948 13.989911 229095716 366594455 854962253 324512 40854 47235
ebbrt_tuned 65536 1 14 0xd00 0.770370 13.261673 14.031906 230452685 368081482 858367114 327031 40871 47345
ebbrt_tuned 65536 0 14 0xc00 0.753027 12.941503 13.521429 234823559 361294015 873149168 322330 44290 47298
ebbrt_tuned 65536 1 14 0xc00 0.758273 13.041716 13.611478 236664325 363437016 878332570 322241 44615 47653
ebbrt_tuned 524288 0 14 0x1d00 4.754980 82.039658 120.991386 1745392441 3046451360 5252647562 2272890 265488 309919
ebbrt_tuned 524288 1 14 0x1d00 4.756474 82.041748 121.201012 1744720346 3048347359 5255117898 2275286 265093 309798
ebbrt_tuned 524288 0 14 0x1b00 4.756466 82.118378 116.009956 1753325057 3050351818 5334212846 2279989 266875 310258
ebbrt_tuned 524288 1 14 0x1b00 4.756043 82.034866 115.999443 1752295094 3046290068 5333953470 2274754 267084 310374
ebbrt_tuned 524288 0 14 0x1900 4.758081 82.102493 110.977287 1779952786 3038265645 5421488404 2281142 266296 310064
ebbrt_tuned 524288 1 14 0x1900 4.758123 82.072067 111.030891 1777269319 3040612209 5426233471 2281295 266410 310122
ebbrt_tuned 524288 0 14 0x1700 4.758261 82.055344 107.195747 1816908324 3034642903 5519884534 2289762 263772 309866
ebbrt_tuned 524288 1 14 0x1700 4.758373 82.104340 107.257675 1819552460 3034253688 5516819408 2289854 263599 309910
ebbrt_tuned 524288 0 14 0x1500 4.758048 82.084656 103.459038 1873823549 3029796447 5622217675 2305775 259959 308831
ebbrt_tuned 524288 1 14 0x1500 4.758356 82.108383 103.459602 1871423882 3027437715 5621799118 2303243 260011 308739
ebbrt_tuned 524288 0 14 0x1300 4.756070 82.010353 99.321648 1936714568 3045797424 5792326107 2319124 259088 309529
ebbrt_tuned 524288 1 14 0x1300 4.755170 82.036774 99.189301 1936583978 3045758042 5788564575 2319866 259227 309558
ebbrt_tuned 524288 0 14 0x1100 4.758375 82.030670 94.937637 2003794421 3060297037 6040819799 2345008 257453 310797
ebbrt_tuned 524288 1 14 0x1100 4.758929 82.089371 94.943283 2007865480 3062962947 6045756614 2348388 257543 311063
