sys i itr dvfs rapl read_5th read_10th read_50th read_90th read_95th read_99th measure_QPS target_QPS time joules rx_desc rx_bytes tx_desc tx_bytes instructions cycles ref_cycles llc_miss c1 c1e c3 c6 c7 num_interrupts
ebbrt_tuned 0 50 0x1100 135 50.3 54.4 77.1 104.1 113.2 136.0 400077.8 400000 20 1352.21 8552786 1351961250 22213178 2031667351 155649274099 256907053154 441716065253 547507449 0 0 0 0 7755866 6056218
ebbrt_tuned 0 200 0x1100 135 71.9 85.0 167.4 246.5 267.3 303.5 399916.9 400000 20 1365.61 8678154 1358817378 22203261 2029994851 155231697904 273112832971 483924939462 584837186 0 0 0 0 3672741 1562450
ebbrt_tuned 0 300 0x1100 135 97.5 121.4 243.5 360.3 391.4 444.4 399986.0 400000 20 1389.82 8814955 1366394516 22205924 2027542723 157913157518 299971893971 538617490216 608149722 0 0 0 0 1768340 1041643
ebbrt_tuned 0 50 0x1300 135 48.7 52.7 74.9 101.2 109.6 130.1 399636.6 400000 20 1456.13 8552420 1351272068 22186989 2027641534 155767172746 261152297904 406897436030 535459878 0 0 0 0 8262631 6051020
ebbrt_tuned 0 100 0x1300 135 53.7 60.1 102.0 144.1 155.2 183.4 399697.1 400000 20 1456.76 8568088 1352511237 22195228 2035581433 153749818183 258447436193 409289032912 542453084 0 0 0 0 6023964 3120849
ebbrt_tuned 0 200 0x1300 135 70.0 83.6 164.9 245.3 264.2 298.4 399896.8 400000 20 1471.76 8675117 1359574246 22203311 2032571634 155376608170 283925782042 463984467600 575709009 0 0 0 0 3656898 1562453
ebbrt_tuned 0 100 0x1500 135 52.2 59.0 101.0 144.2 155.3 183.6 399897.7 400000 20 1573.08 8572399 1353049518 22203885 2034158662 153674480190 264496301012 389791117116 536972699 0 0 0 0 6130401 3120651
ebbrt_tuned 0 200 0x1500 135 71.6 84.8 164.5 244.6 262.6 294.6 399968.1 400000 20 1584.76 8671892 1358861146 22204706 2031921572 155763975312 293711325033 449460793044 589306908 0 0 0 0 3617605 1562445
ebbrt_tuned 0 300 0x1500 135 96.6 119.5 237.6 352.0 378.1 429.5 399941.8 400000 20 1605.04 8797433 1366079486 22204965 2030114887 158131877194 318686943599 481290750359 612420372 0 0 0 0 1698618 1041639
ebbrt_tuned 0 50 0x1700 135 45.6 50.0 73.0 99.7 110.1 134.8 400028.5 400000 20 1703.49 8551840 1351027523 22208704 2032579758 155453879447 272563448468 367873538963 526191219 0 0 0 0 8559073 6039454
ebbrt_tuned 0 100 0x1700 135 53.7 60.4 102.8 147.7 159.9 187.8 399901.4 400000 20 1701.72 8573462 1352543014 22203134 2030736943 153639374620 272722959769 378656693643 529954205 0 0 0 0 6182874 3120652
