oloop,timeout_us,work_type,fire_iter_type,fire_iter,dvfs,joules,time,instructions,ref_cycles,llc_miss,sleep_cnt_0,sleep_cnt_1
4000,128,work1MB,time_limit_sec,3,0xd00,70.139,3.65692,3145886445,10604730005,145,5997,2
4000,128,work1MB,time_limit_sec,3,0xd00,70.1681,3.65692,3145886445,10604732673,147,5995,2
4000,256,work1MB,time_limit_sec,3,0xd00,70.1568,3.65705,3145886445,10604731745,147,5995,2
4000,256,work1MB,time_limit_sec,3,0xd00,70.1709,3.65705,3145886445,10604733920,145,5997,2
4000,256,work1MB,time_limit_sec,3,0xd00,70.143,3.65705,3145886445,10604735631,147,5995,2
1,2,work10MB,time_limit_sec,3,0x1d00,96.3336,3.0008,5755650691,8702283779,5512,5994,2
1,2,work10MB,time_limit_sec,3,0x1d00,96.2901,3.00004,5755650691,8700102283,97,5995,2
1,2,work10MB,time_limit_sec,3,0x1d00,96.3355,3.00135,5758272855,8703896614,98,5995,2
1,4,work10MB,time_limit_sec,3,0x1d00,96.2305,3.00007,5755650691,8700186383,98,5997,2
1,4,work10MB,time_limit_sec,3,0x1d00,96.2933,3.00004,5755650691,8700101355,98,5997,2
1,4,work10MB,time_limit_sec,3,0x1d00,96.3272,3.00004,5755650691,8700100746,96,5997,2
1,8,work10MB,time_limit_sec,3,0x1d00,96.2952,3.00004,5755650691,8700100688,98,5997,2
1,8,work10MB,time_limit_sec,3,0x1d00,96.3146,3.00002,5755650691,8700033408,96,5997,2
1,8,work10MB,time_limit_sec,3,0x1d00,96.3304,3.00007,5755650691,8700187282,98,5997,2
1,16,work10MB,time_limit_sec,3,0x1d00,96.3449,3.00011,5755650691,8700225794,98,5997,2
1,16,work10MB,time_limit_sec,3,0x1d00,96.3801,3.00005,5755650691,8700100311,98,5997,2
1,16,work10MB,time_limit_sec,3,0x1d00,96.3569,3.00012,5755650691,8700252474,96,5997,2
1,32,work10MB,time_limit_sec,3,0x1d00,96.3219,3.00014,5755650691,8700277994,96,5997,2
1,32,work10MB,time_limit_sec,3,0x1d00,96.3204,3.00013,5755650691,8700277211,95,5997,2
1,32,work10MB,time_limit_sec,3,0x1d00,96.356,3.00013,5755650691,8700275384,95,5997,2
1,64,work10MB,time_limit_sec,3,0x1d00,96.336,3.00013,5755650691,8700182178,147,5997,2
1,64,work10MB,time_limit_sec,3,0x1d00,96.3101,3.00013,5755650691,8700179249,145,5997,2
1,64,work10MB,time_limit_sec,3,0x1d00,96.381,3.00013,5755650691,8700193720,147,5997,2
1,128,work10MB,time_limit_sec,3,0x1d00,96.3724,3.00019,5755650691,8700181801,145,5997,2
1,128,work10MB,time_limit_sec,3,0x1d00,96.329,3.00019,5755650691,8700175363,145,5997,2
1,128,work10MB,time_limit_sec,3,0x1d00,96.356,3.00018,5755650691,8700154512,147,5997,2
1,256,work10MB,time_limit_sec,3,0x1d00,96.354,3.00032,5755650691,8700197026,147,5997,2
1,256,work10MB,time_limit_sec,3,0x1d00,96.3287,3.00032,5755650691,8700174841,144,5997,2
1,256,work10MB,time_limit_sec,3,0x1d00,96.3596,3.00032,5755650691,8700179945,147,5997,2
100,2,work10MB,time_limit_sec,3,0x1d00,96.491,3.00555,5767212953,8716094507,98,5997,2
100,2,work10MB,time_limit_sec,3,0x1d00,96.5401,3.00555,5767212953,8716089287,98,5997,2
100,2,work10MB,time_limit_sec,3,0x1d00,96.5073,3.00555,5767212953,8716091201,96,5997,2
100,4,work10MB,time_limit_sec,3,0x1d00,96.5139,3.00555,5767212953,8716094797,98,5997,2
100,4,work10MB,time_limit_sec,3,0x1d00,96.4979,3.00555,5767212953,8716083545,98,5997,2
100,4,work10MB,time_limit_sec,3,0x1d00,96.555,3.00555,5767212953,8716090969,98,5997,2
100,8,work10MB,time_limit_sec,3,0x1d00,96.5823,3.00556,5767212953,8716091317,96,5997,2
100,8,work10MB,time_limit_sec,3,0x1d00,96.5368,3.00556,5767212953,8716112487,99,5997,2
100,8,work10MB,time_limit_sec,3,0x1d00,96.5234,3.00556,5767212953,8716091230,98,5997,2
100,16,work10MB,time_limit_sec,3,0x1d00,96.5476,3.00562,5767212953,8716183421,98,5997,2
100,16,work10MB,time_limit_sec,3,0x1d00,96.4763,3.00562,5767212953,8716184929,98,5997,2
100,16,work10MB,time_limit_sec,3,0x1d00,96.5059,3.00561,5767212953,8716172401,98,5997,2
100,32,work10MB,time_limit_sec,3,0x1d00,96.5202,3.00562,5767212953,8716174025,98,5997,2
100,32,work10MB,time_limit_sec,3,0x1d00,96.4864,3.00562,5767212953,8716184204,98,5997,2
100,32,work10MB,time_limit_sec,3,0x1d00,96.5052,3.00562,5767212953,8716178868,98,5997,2
100,64,work10MB,time_limit_sec,3,0x1d00,96.4915,3.00564,5767212953,8716175504,147,5997,2
100,64,work10MB,time_limit_sec,3,0x1d00,96.5225,3.00564,5767212953,8716176867,147,5997,2
100,64,work10MB,time_limit_sec,3,0x1d00,96.4925,3.00565,5767212953,8716209173,147,5997,2
100,128,work10MB,time_limit_sec,3,0x1d00,96.5285,3.00571,5767212953,8716182290,147,5997,2
100,128,work10MB,time_limit_sec,3,0x1d00,96.5647,3.00571,5767212953,8716178491,145,5997,2
100,128,work10MB,time_limit_sec,3,0x1d00,96.519,3.00571,5767212953,8716173532,145,5995,2
100,256,work10MB,time_limit_sec,3,0x1d00,96.5202,3.00583,5767212953,8716172778,145,5996,2
100,256,work10MB,time_limit_sec,3,0x1d00,96.5132,3.00583,5767212953,8716174808,147,5997,2
100,256,work10MB,time_limit_sec,3,0x1d00,96.5022,3.00583,5767212953,8716179535,147,5997,2
500,2,work10MB,time_limit_sec,3,0x1d00,109.632,3.41538,6553636766,9904601449,98,5995,2
500,2,work10MB,time_limit_sec,3,0x1d00,109.621,3.41537,6553636766,9904575813,97,5995,2
500,2,work10MB,time_limit_sec,3,0x1d00,109.72,3.41538,6553636766,9904606524,98,5995,2
500,4,work10MB,time_limit_sec,3,0x1d00,109.656,3.41539,6553636766,9904624272,96,5997,2
500,4,work10MB,time_limit_sec,3,0x1d00,109.625,3.41538,6553636766,9904593880,96,5995,2
500,4,work10MB,time_limit_sec,3,0x1d00,109.659,3.41539,6553636766,9904616819,98,5995,2
500,8,work10MB,time_limit_sec,3,0x1d00,109.665,3.41539,6553636766,9904615311,98,5995,2
500,8,work10MB,time_limit_sec,3,0x1d00,109.695,3.41539,6553636766,9904614180,96,5995,2
500,8,work10MB,time_limit_sec,3,0x1d00,109.718,3.41539,6553636766,9904597737,98,5995,2
500,16,work10MB,time_limit_sec,3,0x1d00,109.743,3.4154,6553636766,9904608061,96,5997,2
500,16,work10MB,time_limit_sec,3,0x1d00,109.721,3.41545,6553636766,9904705414,98,5997,2
500,16,work10MB,time_limit_sec,3,0x1d00,109.729,3.41545,6553636766,9904711997,98,5997,2
500,32,work10MB,time_limit_sec,3,0x1d00,109.731,3.41546,6553636766,9904709677,95,5997,2
500,32,work10MB,time_limit_sec,3,0x1d00,109.727,3.41546,6553636766,9904731833,96,5997,2
500,32,work10MB,time_limit_sec,3,0x1d00,109.721,3.41545,6553636766,9904685752,98,5997,2
500,64,work10MB,time_limit_sec,3,0x1d00,109.791,3.41548,6553636766,9904694684,145,5997,2
500,64,work10MB,time_limit_sec,3,0x1d00,109.731,3.41547,6553636766,9904684099,144,5997,2
500,64,work10MB,time_limit_sec,3,0x1d00,109.72,3.41547,6553636766,9904686274,147,5997,2
500,128,work10MB,time_limit_sec,3,0x1d00,109.754,3.41553,6553636766,9904667105,145,5997,2
500,128,work10MB,time_limit_sec,3,0x1d00,109.763,3.41554,6553636766,9904696250,147,5997,2
500,128,work10MB,time_limit_sec,3,0x1d00,109.772,3.41554,6553636766,9904699353,147,5995,2
500,256,work10MB,time_limit_sec,3,0x1d00,109.748,3.41567,6553636766,9904696134,147,5997,2
500,256,work10MB,time_limit_sec,3,0x1d00,109.795,3.41566,6553636766,9904681257,145,5997,2
500,256,work10MB,time_limit_sec,3,0x1d00,109.788,3.41567,6553636766,9904694104,145,5997,2
1000,2,work10MB,time_limit_sec,3,0x1d00,131.716,4.09845,7864361844,11885485831,98,5997,2
1000,2,work10MB,time_limit_sec,3,0x1d00,131.742,4.09845,7864361844,11885507494,98,5997,2
1000,2,work10MB,time_limit_sec,3,0x1d00,131.732,4.09845,7864361844,11885504420,98,5997,2
1000,4,work10MB,time_limit_sec,3,0x1d00,131.73,4.09846,7864361844,11885520921,96,5997,2
1000,4,work10MB,time_limit_sec,3,0x1d00,131.828,4.09846,7864361844,11885527011,98,5997,2
1000,4,work10MB,time_limit_sec,3,0x1d00,131.749,4.09846,7864361844,11885534435,98,5997,2
1000,8,work10MB,time_limit_sec,3,0x1d00,131.805,4.09846,7864361844,11885520834,98,5997,2
1000,8,work10MB,time_limit_sec,3,0x1d00,131.815,4.09845,7864361844,11885498504,98,5997,2
1000,8,work10MB,time_limit_sec,3,0x1d00,131.831,4.09846,7864361844,11885502303,98,5997,2
1000,16,work10MB,time_limit_sec,3,0x1d00,131.832,4.09853,7864361844,11885647883,98,5997,2
1000,16,work10MB,time_limit_sec,3,0x1d00,131.841,4.09846,7864361844,11885481423,96,5997,2
1000,16,work10MB,time_limit_sec,3,0x1d00,131.875,4.09852,7864361844,11885617839,98,5997,2
1000,32,work10MB,time_limit_sec,3,0x1d00,131.802,4.09851,7864361844,11885564073,95,5995,2
1000,32,work10MB,time_limit_sec,3,0x1d00,131.787,4.09852,7864361844,11885598931,98,5997,2
1000,32,work10MB,time_limit_sec,3,0x1d00,131.785,4.09852,7864361844,11885592551,96,5997,2
1000,64,work10MB,time_limit_sec,3,0x1d00,131.733,4.09855,7864361844,11885592145,147,5997,2
1000,64,work10MB,time_limit_sec,3,0x1d00,131.741,4.09855,7864361844,11885618100,145,5997,2
1000,64,work10MB,time_limit_sec,3,0x1d00,131.765,4.09855,7864361844,11885618622,147,5997,2
1000,128,work10MB,time_limit_sec,3,0x1d00,131.763,4.09862,7864361844,11885614446,147,5997,2
1000,128,work10MB,time_limit_sec,3,0x1d00,131.787,4.09862,7864361844,11885626017,144,5996,2
1000,128,work10MB,time_limit_sec,3,0x1d00,131.798,4.09862,7864361844,11885613112,147,5995,2
1000,256,work10MB,time_limit_sec,3,0x1d00,131.819,4.09874,7864361844,11885613373,147,5997,2
1000,256,work10MB,time_limit_sec,3,0x1d00,131.782,4.09874,7864361844,11885597336,145,5997,2
1000,256,work10MB,time_limit_sec,3,0x1d00,131.807,4.09873,7864361844,11885582575,145,5997,2
1,2,work10MB,time_limit_sec,3,0x1900,84.3662,3.00125,4963757163,8703586256,98,5997,2
1,2,work10MB,time_limit_sec,3,0x1900,84.3445,3.00127,4963757163,8703672879,98,5997,2
1,2,work10MB,time_limit_sec,3,0x1900,84.3238,3.00123,4963757163,8703571118,98,5995,2
1,4,work10MB,time_limit_sec,3,0x1900,84.3081,3.00127,4963757163,8703675866,95,5995,2
1,4,work10MB,time_limit_sec,3,0x1900,84.2988,3.00127,4963757163,8703677896,98,5995,2
1,4,work10MB,time_limit_sec,3,0x1900,84.296,3.00125,4963757163,8703617373,98,5995,2
1,8,work10MB,time_limit_sec,3,0x1900,84.2922,3.00125,4963757163,8703594579,96,5997,2
1,8,work10MB,time_limit_sec,3,0x1900,84.288,3.00128,4963757163,8703679723,95,5995,2
1,8,work10MB,time_limit_sec,3,0x1900,84.2763,3.00127,4963757163,8703676678,95,5997,2
1,16,work10MB,time_limit_sec,3,0x1900,84.2855,3.00133,4963757163,8703757182,98,5997,2
1,16,work10MB,time_limit_sec,3,0x1900,84.2667,3.00128,4963757163,8703677403,96,5997,2
1,16,work10MB,time_limit_sec,3,0x1900,84.2322,3.00133,4963757163,8703759270,96,5997,2
1,32,work10MB,time_limit_sec,3,0x1900,84.2933,3.00131,4963757163,8703675199,97,5997,2
1,32,work10MB,time_limit_sec,3,0x1900,84.3047,3.00133,4963757163,8703757704,96,5997,2
1,32,work10MB,time_limit_sec,3,0x1900,84.2417,3.00133,4963757163,8703756979,94,5997,2
1,64,work10MB,time_limit_sec,3,0x1900,84.2224,3.00133,4963757163,8703682536,147,5997,2
1,64,work10MB,time_limit_sec,3,0x1900,84.2149,3.00133,4963757163,8703670095,147,5997,2
1,64,work10MB,time_limit_sec,3,0x1900,84.2535,3.00133,4963757163,8703665252,145,5997,2
1,128,work10MB,time_limit_sec,3,0x1900,84.2423,3.00139,4963757163,8703664556,145,5997,2
1,128,work10MB,time_limit_sec,3,0x1900,84.2074,3.00139,4963757163,8703662758,144,5997,2
1,128,work10MB,time_limit_sec,3,0x1900,84.2198,3.00139,4963757163,8703663222,147,5997,2
1,256,work10MB,time_limit_sec,3,0x1900,84.2224,3.00152,4963757163,8703662903,147,5997,2
1,256,work10MB,time_limit_sec,3,0x1900,84.1957,3.00152,4963757163,8703665948,147,5997,2
1,256,work10MB,time_limit_sec,3,0x1900,84.2166,3.00152,4963757163,8703663628,147,5997,2
100,2,work10MB,time_limit_sec,3,0x1900,84.4874,3.01101,4980774920,8731932973,97,5997,2
100,2,work10MB,time_limit_sec,3,0x1900,84.4564,3.01103,4980774920,8731968237,98,5997,2
100,2,work10MB,time_limit_sec,3,0x1900,84.4733,3.01101,4980774920,8731935989,97,5997,2
100,4,work10MB,time_limit_sec,3,0x1900,84.5028,3.01102,4980774920,8731941557,98,5997,2
100,4,work10MB,time_limit_sec,3,0x1900,84.4608,3.01102,4980774920,8731936134,98,5997,2
100,4,work10MB,time_limit_sec,3,0x1900,84.4891,3.01102,4980774920,8731939498,96,5997,2
100,8,work10MB,time_limit_sec,3,0x1900,84.4826,3.01102,4980774920,8731937932,96,5997,2
100,8,work10MB,time_limit_sec,3,0x1900,84.4706,3.01102,4980774920,8731935351,98,5995,2
100,8,work10MB,time_limit_sec,3,0x1900,84.4787,3.01102,4980774920,8731946777,98,5997,2
100,16,work10MB,time_limit_sec,3,0x1900,84.5003,3.01108,4980774920,8732034009,95,5997,2
100,16,work10MB,time_limit_sec,3,0x1900,84.496,3.01108,4980774920,8732030065,98,5997,2
100,16,work10MB,time_limit_sec,3,0x1900,84.5086,3.01103,4980774920,8731942717,98,5997,2
100,32,work10MB,time_limit_sec,3,0x1900,84.5087,3.01108,4980774920,8732020756,96,5997,2
100,32,work10MB,time_limit_sec,3,0x1900,84.5017,3.01108,4980774920,8732018697,95,5997,2
100,32,work10MB,time_limit_sec,3,0x1900,84.5139,3.01108,4980774920,8732021887,98,5997,2
100,64,work10MB,time_limit_sec,3,0x1900,84.5137,3.01111,4980774920,8732020756,147,5997,2
100,64,work10MB,time_limit_sec,3,0x1900,84.5449,3.01111,4980774920,8732020814,148,5996,2
100,64,work10MB,time_limit_sec,3,0x1900,84.4929,3.0111,4980774920,8732010722,144,5997,2
100,128,work10MB,time_limit_sec,3,0x1900,84.4806,3.01117,4980774920,8732012955,144,5997,2
100,128,work10MB,time_limit_sec,3,0x1900,84.4941,3.01117,4980774920,8732019886,147,5997,2
100,128,work10MB,time_limit_sec,3,0x1900,84.4962,3.01117,4980774920,8732030761,145,5997,2
100,256,work10MB,time_limit_sec,3,0x1900,84.463,3.0113,4980774920,8732036561,145,5997,2
100,256,work10MB,time_limit_sec,3,0x1900,84.4925,3.0113,4980774920,8732020292,145,5997,2
100,256,work10MB,time_limit_sec,3,0x1900,84.4778,3.0113,4980774920,8732023018,145,5997,2
500,2,work10MB,time_limit_sec,3,0x1900,88.9555,3.16947,5242909555,9191452096,98,5997,2
500,2,work10MB,time_limit_sec,3,0x1900,88.8919,3.16947,5242909555,9191457374,97,5997,2
500,2,work10MB,time_limit_sec,3,0x1900,88.8893,3.16948,5242909555,9191475006,98,5997,2
500,4,work10MB,time_limit_sec,3,0x1900,88.9619,3.16948,5242909555,9191480748,98,5997,2
500,4,work10MB,time_limit_sec,3,0x1900,88.9313,3.16948,5242909555,9191472976,96,5997,2
500,4,work10MB,time_limit_sec,3,0x1900,88.9167,3.16948,5242909555,9191491797,98,5997,2
500,8,work10MB,time_limit_sec,3,0x1900,88.9569,3.16948,5242909555,9191484750,98,5997,2
500,8,work10MB,time_limit_sec,3,0x1900,88.9303,3.16948,5242909555,9191483967,96,5995,2
500,8,work10MB,time_limit_sec,3,0x1900,88.9279,3.16948,5242909555,9191476021,98,5995,2
500,16,work10MB,time_limit_sec,3,0x1900,88.9478,3.16954,5242909555,9191557192,98,5995,2
500,16,work10MB,time_limit_sec,3,0x1900,88.9255,3.16953,5242909555,9191550145,96,5997,2
500,16,work10MB,time_limit_sec,3,0x1900,88.9432,3.16954,5242909555,9191560527,96,5997,2
500,32,work10MB,time_limit_sec,3,0x1900,88.9365,3.16954,5242909555,9191548492,98,5997,2
500,32,work10MB,time_limit_sec,3,0x1900,88.9799,3.16954,5242909555,9191553973,94,5997,2
500,32,work10MB,time_limit_sec,3,0x1900,88.9721,3.16954,5242909555,9191562035,98,5997,2
500,64,work10MB,time_limit_sec,3,0x1900,88.9561,3.16956,5242909555,9191546897,145,5997,2
500,64,work10MB,time_limit_sec,3,0x1900,88.9545,3.16957,5242909555,9191558787,147,5997,2
500,64,work10MB,time_limit_sec,3,0x1900,88.9595,3.16957,5242909555,9191574476,147,5997,2
500,128,work10MB,time_limit_sec,3,0x1900,88.961,3.16963,5242909555,9191561542,147,5997,2
500,128,work10MB,time_limit_sec,3,0x1900,88.9592,3.16962,5242909555,9191541416,147,5997,2
500,128,work10MB,time_limit_sec,3,0x1900,88.9299,3.16963,5242909555,9191566095,147,5997,2
500,256,work10MB,time_limit_sec,3,0x1900,88.9542,3.16975,5242909555,9191548753,145,5997,2
500,256,work10MB,time_limit_sec,3,0x1900,88.9444,3.16976,5242909555,9191564877,147,5997,2
500,256,work10MB,time_limit_sec,3,0x1900,88.955,3.16975,5242909555,9191547796,146,5997,2
1000,2,work10MB,time_limit_sec,3,0x1900,88.9931,3.16947,5242908133,9191447920,96,5997,2
1000,2,work10MB,time_limit_sec,3,0x1900,88.9447,3.16947,5242908133,9191460448,98,5997,2
1000,2,work10MB,time_limit_sec,3,0x1900,88.9473,3.16947,5242908133,9191453865,98,5997,2
1000,4,work10MB,time_limit_sec,3,0x1900,88.9115,3.16949,5242908133,9191508095,98,5997,2
1000,4,work10MB,time_limit_sec,3,0x1900,88.9306,3.16948,5242908133,9191491246,96,5997,2
1000,4,work10MB,time_limit_sec,3,0x1900,88.9106,3.16948,5242908133,9191473498,98,5997,2
1000,8,work10MB,time_limit_sec,3,0x1900,88.9386,3.16949,5242908133,9191487969,96,5997,2
1000,8,work10MB,time_limit_sec,3,0x1900,88.9699,3.16948,5242908133,9191465349,98,5997,2
1000,8,work10MB,time_limit_sec,3,0x1900,88.9664,3.16948,5242908133,9191485910,98,5997,2
1000,16,work10MB,time_limit_sec,3,0x1900,88.9259,3.16954,5242908133,9191559483,98,5997,2
1000,16,work10MB,time_limit_sec,3,0x1900,88.9593,3.16949,5242908133,9191478689,96,5997,2
1000,16,work10MB,time_limit_sec,3,0x1900,88.9206,3.16954,5242908133,9191566182,98,5997,2
1000,32,work10MB,time_limit_sec,3,0x1900,88.9079,3.16955,5242908133,9191570097,98,5997,2
1000,32,work10MB,time_limit_sec,3,0x1900,88.9002,3.16955,5242908133,9191572591,98,5997,2
1000,32,work10MB,time_limit_sec,3,0x1900,88.911,3.16953,5242908133,9191533238,98,5997,2
1000,64,work10MB,time_limit_sec,3,0x1900,88.9181,3.16956,5242908133,9191551885,145,5997,2
1000,64,work10MB,time_limit_sec,3,0x1900,88.8972,3.16956,5242908133,9191550551,145,5997,2
1000,64,work10MB,time_limit_sec,3,0x1900,88.9018,3.16955,5242908133,9191513460,147,5997,2
1000,128,work10MB,time_limit_sec,3,0x1900,88.9454,3.16962,5242908133,9191538864,145,5997,2
1000,128,work10MB,time_limit_sec,3,0x1900,88.9053,3.16963,5242908133,9191560440,147,5995,2
1000,128,work10MB,time_limit_sec,3,0x1900,88.9038,3.16963,5242908133,9191558671,145,5995,2
1000,256,work10MB,time_limit_sec,3,0x1900,88.9318,3.16976,5242908133,9191569285,145,5997,2
1000,256,work10MB,time_limit_sec,3,0x1900,88.9387,3.16975,5242908133,9191550290,147,5997,2
1000,256,work10MB,time_limit_sec,3,0x1900,88.9124,3.16976,5242908133,9191556061,147,5997,2
1,2,work10MB,time_limit_sec,3,0x1500,73.7721,3.00102,4169241471,8702932480,98,5997,2
1,2,work10MB,time_limit_sec,3,0x1500,73.748,3.00102,4169241471,8702938802,98,5997,2
1,2,work10MB,time_limit_sec,3,0x1500,73.7146,3.00103,4169241471,8702974849,95,5997,2
1,4,work10MB,time_limit_sec,3,0x1500,73.7188,3.00104,4169241471,8703023714,98,5997,2
1,4,work10MB,time_limit_sec,3,0x1500,73.7176,3.00104,4169241471,8703003472,96,5997,2
1,4,work10MB,time_limit_sec,3,0x1500,73.7036,3.00102,4169241471,8702942630,95,5997,2
1,8,work10MB,time_limit_sec,3,0x1500,73.7751,3.00105,4169241471,8703023482,98,5997,2
1,8,work10MB,time_limit_sec,3,0x1500,73.7219,3.00105,4169241471,8703027803,98,5997,2
1,8,work10MB,time_limit_sec,3,0x1500,73.6895,3.00105,4169241471,8703023598,96,5997,2
1,16,work10MB,time_limit_sec,3,0x1500,73.6859,3.00107,4169241471,8703051380,98,5997,2
1,16,work10MB,time_limit_sec,3,0x1500,73.7053,3.00106,4169241471,8703028354,98,5997,2
1,16,work10MB,time_limit_sec,3,0x1500,73.7062,3.00109,4169241471,8703049843,95,5997,2
1,32,work10MB,time_limit_sec,3,0x1500,73.7029,3.00111,4169241471,8703095170,99,5997,2
1,32,work10MB,time_limit_sec,3,0x1500,73.7043,3.00108,4169241471,8703033081,96,5997,2
1,32,work10MB,time_limit_sec,3,0x1500,73.7031,3.0011,4169241471,8703076233,98,5997,2
1,64,work10MB,time_limit_sec,3,0x1500,73.7363,3.0011,4169241471,8703001471,145,5997,2
1,64,work10MB,time_limit_sec,3,0x1500,73.7352,3.0011,4169241471,8703004023,145,5997,2
1,64,work10MB,time_limit_sec,3,0x1500,73.6877,3.0011,4169241471,8703003211,145,5997,2
1,128,work10MB,time_limit_sec,3,0x1500,73.705,3.00116,4169241471,8702998716,147,5997,2
1,128,work10MB,time_limit_sec,3,0x1500,73.7173,3.00117,4169241471,8703029369,147,5997,2
1,128,work10MB,time_limit_sec,3,0x1500,73.7115,3.00116,4169241471,8702997295,145,5997,2
1,256,work10MB,time_limit_sec,3,0x1500,73.7237,3.00129,4169241471,8703003530,147,5997,2
1,256,work10MB,time_limit_sec,3,0x1500,73.715,3.00128,4169241471,8702991263,145,5997,2
1,256,work10MB,time_limit_sec,3,0x1500,73.7018,3.00129,4169241471,8702998484,145,5997,2
100,2,work10MB,time_limit_sec,3,0x1500,74.0916,3.01857,4194336887,8753839312,96,5997,2
100,2,work10MB,time_limit_sec,3,0x1500,74.1433,3.01856,4194336887,8753825131,96,5997,2
100,2,work10MB,time_limit_sec,3,0x1500,74.1859,3.01856,4194336887,8753828031,96,5997,2
100,4,work10MB,time_limit_sec,3,0x1500,74.1513,3.01856,4194336887,8753827248,98,5997,2
100,4,work10MB,time_limit_sec,3,0x1500,74.1448,3.01857,4194336887,8753842995,98,5997,2
100,4,work10MB,time_limit_sec,3,0x1500,74.1308,3.01857,4194336887,8753857901,98,5997,2
100,8,work10MB,time_limit_sec,3,0x1500,74.1538,3.01857,4194336887,8753832439,96,5997,2
100,8,work10MB,time_limit_sec,3,0x1500,74.1293,3.01857,4194336887,8753841864,98,5997,2
100,8,work10MB,time_limit_sec,3,0x1500,74.1366,3.01857,4194336887,8753837804,99,5997,2
100,16,work10MB,time_limit_sec,3,0x1500,74.0608,3.01858,4194336887,8753826668,96,5997,2
100,16,work10MB,time_limit_sec,3,0x1500,74.095,3.01858,4194336887,8753832207,96,5997,2
100,16,work10MB,time_limit_sec,3,0x1500,74.0887,3.01857,4194336887,8753820665,96,5997,2
100,32,work10MB,time_limit_sec,3,0x1500,74.0877,3.01863,4194336887,8753903663,96,5997,2
100,32,work10MB,time_limit_sec,3,0x1500,74.0949,3.01863,4194336887,8753914393,98,5997,2
100,32,work10MB,time_limit_sec,3,0x1500,74.083,3.01863,4194336887,8753905316,96,5997,2
100,64,work10MB,time_limit_sec,3,0x1500,74.1334,3.01865,4194336887,8753905548,145,5997,2
100,64,work10MB,time_limit_sec,3,0x1500,74.1489,3.01865,4194336887,8753890613,145,5997,2
100,64,work10MB,time_limit_sec,3,0x1500,74.143,3.01865,4194336887,8753898327,145,5997,2
100,128,work10MB,time_limit_sec,3,0x1500,74.1156,3.01871,4194336887,8753902474,147,5997,2
100,128,work10MB,time_limit_sec,3,0x1500,74.1218,3.01871,4194336887,8753896500,144,5997,2
100,128,work10MB,time_limit_sec,3,0x1500,74.1236,3.01871,4194336887,8753901662,145,5997,2
100,256,work10MB,time_limit_sec,3,0x1500,74.1536,3.01884,4194336887,8753905664,147,5997,2
100,256,work10MB,time_limit_sec,3,0x1500,74.1533,3.01884,4194336887,8753895775,147,5997,2
100,256,work10MB,time_limit_sec,3,0x1500,74.1497,3.01884,4194336887,8753907636,147,5997,2
500,2,work10MB,time_limit_sec,3,0x1500,92.621,3.77319,5242909555,10942245606,96,5997,2
500,2,work10MB,time_limit_sec,3,0x1500,92.6513,3.77319,5242909555,10942234644,98,5997,2
500,2,work10MB,time_limit_sec,3,0x1500,92.6315,3.77319,5242909555,10942237109,98,5997,2
500,4,work10MB,time_limit_sec,3,0x1500,92.6156,3.77319,5242909555,10942236993,98,5997,2
500,4,work10MB,time_limit_sec,3,0x1500,92.6252,3.77319,5242909555,10942234557,97,5997,2
500,4,work10MB,time_limit_sec,3,0x1500,92.6135,3.77319,5242909555,10942249753,96,5997,2
500,8,work10MB,time_limit_sec,3,0x1500,92.6195,3.7732,5242909555,10942255785,98,5997,2
500,8,work10MB,time_limit_sec,3,0x1500,92.5954,3.77319,5242909555,10942235166,96,5997,2
500,8,work10MB,time_limit_sec,3,0x1500,92.6139,3.77319,5242909555,10942242474,98,5997,2
500,16,work10MB,time_limit_sec,3,0x1500,92.6199,3.77325,5242909555,10942319730,95,5997,2
500,16,work10MB,time_limit_sec,3,0x1500,92.6314,3.7732,5242909555,10942248477,98,5997,2
500,16,work10MB,time_limit_sec,3,0x1500,92.6135,3.7732,5242909555,10942252102,99,5997,2
500,32,work10MB,time_limit_sec,3,0x1500,92.638,3.77325,5242909555,10942311117,98,5997,2
500,32,work10MB,time_limit_sec,3,0x1500,92.639,3.77325,5242909555,10942302272,98,5997,2
500,32,work10MB,time_limit_sec,3,0x1500,92.6531,3.77325,5242909555,10942305549,98,5997,2
500,64,work10MB,time_limit_sec,3,0x1500,92.7087,3.77327,5242909555,10942298444,147,5997,2
500,64,work10MB,time_limit_sec,3,0x1500,92.7392,3.77328,5242909555,10942321122,145,5997,2
500,64,work10MB,time_limit_sec,3,0x1500,92.6916,3.77327,5242909555,10942304041,145,5997,2
500,128,work10MB,time_limit_sec,3,0x1500,92.6626,3.77333,5242909555,10942298676,147,5997,2
500,128,work10MB,time_limit_sec,3,0x1500,92.6916,3.77333,5242909555,10942296820,147,5997,2
500,128,work10MB,time_limit_sec,3,0x1500,92.7256,3.77334,5242909555,10942327183,145,5997,2
500,256,work10MB,time_limit_sec,3,0x1500,92.7501,3.77347,5242909555,10942319846,148,5997,2
500,256,work10MB,time_limit_sec,3,0x1500,92.7178,3.77347,5242909555,10942317671,145,5997,2
500,256,work10MB,time_limit_sec,3,0x1500,92.7502,3.77346,5242909555,10942294790,145,5997,2
1000,2,work10MB,time_limit_sec,3,0x1500,92.7576,3.77319,5242908133,10942229859,95,5997,2
1000,2,work10MB,time_limit_sec,3,0x1500,92.7032,3.77318,5242908133,10942223943,95,5997,2
