oloop,timeout_us,work_type,fire_iter_type,fire_iter,dvfs,joules,time,instructions,ref_cycles,llc_miss,sleep_cnt_0,sleep_cnt_1
1000,128,sum1,time_limit_sec,3,0xd00,52.797,3.00006,226342876,645697528,5596,5997,23445
1000,128,sum1,time_limit_sec,3,0xd00,52.821,3.00011,226344325,646140880,5603,5999,23445
1000,256,sum1,time_limit_sec,3,0xd00,52.705,3.00008,116320915,382051626,5692,5997,11699
1000,256,sum1,time_limit_sec,3,0xd00,52.7102,3.00024,116335561,381645800,5680,5997,11700
1000,256,sum1,time_limit_sec,3,0xd00,52.7081,3.00005,116322203,381984259,5696,5997,11699
10000,2,sum1,time_limit_sec,3,0xd00,58.0229,3.00002,4942286341,8700055100,99,5999,2
10000,2,sum1,time_limit_sec,3,0xd00,58.007,3.00005,4649887301,8700144623,98,5995,2
10000,2,sum1,time_limit_sec,3,0xd00,58.0453,3.00006,4549556071,8700173420,98,5997,2
10000,4,sum1,time_limit_sec,3,0xd00,57.9128,3.00004,4761617751,8700113854,96,5997,2
10000,4,sum1,time_limit_sec,3,0xd00,58.0064,3.00001,4649796831,8700034887,97,5997,2
10000,4,sum1,time_limit_sec,3,0xd00,58.0455,3.00001,4549465601,8700024447,98,5997,2
10000,8,sum1,time_limit_sec,3,0xd00,58.004,3.00002,4649796831,8700046284,97,5997,2
10000,8,sum1,time_limit_sec,3,0xd00,58.0054,3.00002,4649796831,8700035728,98,5997,2
10000,8,sum1,time_limit_sec,3,0xd00,57.9994,3.00002,4649796831,8700035438,98,5996,2
10000,16,sum1,time_limit_sec,3,0xd00,57.9154,3.00005,4761617751,8700115594,98,5995,2
10000,16,sum1,time_limit_sec,3,0xd00,58.0017,3.00003,4649796831,8700035728,98,5997,2
10000,16,sum1,time_limit_sec,3,0xd00,58.0496,3.00002,4549465601,8700008091,98,5997,2
10000,32,sum1,time_limit_sec,3,0xd00,57.9144,3.00001,4916502391,8699922019,96,5997,2
10000,32,sum1,time_limit_sec,3,0xd00,57.9755,3.00001,4920935421,8699904764,98,5997,2
10000,32,sum1,time_limit_sec,3,0xd00,58.0232,3.00002,4973227081,8699942145,97,5997,2
10000,64,sum1,time_limit_sec,3,0xd00,57.6092,3.00006,4157166306,8078131569,4202236,5995,45855
10000,64,sum1,time_limit_sec,3,0xd00,57.6164,3.00003,4157257331,8078161439,4202524,5995,45858
10000,64,sum1,time_limit_sec,3,0xd00,57.6085,3.00004,4157166491,8078278715,4202257,5995,45856
10000,128,sum1,time_limit_sec,3,0xd00,55.355,3.00006,2109905181,4317795819,6077,5974,23276
10000,128,sum1,time_limit_sec,3,0xd00,55.3486,3.00003,2109995836,4316931271,5906,5968,23277
10000,128,sum1,time_limit_sec,3,0xd00,55.3331,3.0001,2109995836,4318013667,5983,5977,23277
10000,256,sum1,time_limit_sec,3,0xd00,54.2468,3.00015,1062756550,2192656969,5630,5984,11714
10000,256,sum1,time_limit_sec,3,0xd00,54.2527,3.00018,1062755423,2192634813,5610,5984,11714
10000,256,sum1,time_limit_sec,3,0xd00,54.2286,3.00014,1062744636,2191934956,5616,5986,11714
100000,2,sum1,time_limit_sec,3,0xd00,57.8752,3.00015,4778795001,8700423661,98,5996,2
100000,2,sum1,time_limit_sec,3,0xd00,57.9958,3.00046,5010215791,8701322342,98,5995,2
100000,2,sum1,time_limit_sec,3,0xd00,57.9868,3.00043,5010215791,8701236473,98,5995,2
100000,4,sum1,time_limit_sec,3,0xd00,57.9906,3.00038,5010215791,8701099883,98,5995,2
100000,4,sum1,time_limit_sec,3,0xd00,58.0199,3.00044,4514056821,8701256744,97,5995,2
100000,4,sum1,time_limit_sec,3,0xd00,57.9671,3.00007,4841827901,8700184353,96,5995,2
100000,8,sum1,time_limit_sec,3,0xd00,58.0141,3.00053,4631117921,8701522065,98,5997,2
100000,8,sum1,time_limit_sec,3,0xd00,58.0495,3.00031,4514056821,8700893113,98,5997,2
100000,8,sum1,time_limit_sec,3,0xd00,58.0215,3.00057,4631117921,8701633222,96,5997,2
100000,16,sum1,time_limit_sec,3,0xd00,58.0152,3.00058,4631117921,8701633106,97,5997,2
100000,16,sum1,time_limit_sec,3,0xd00,58.008,3.00058,4631117921,8701634208,97,5997,2
100000,16,sum1,time_limit_sec,3,0xd00,58.0303,3.00004,4513156351,8700072007,98,5997,2
100000,32,sum1,time_limit_sec,3,0xd00,57.9814,3.00016,4848131191,8700370185,96,5997,2
100000,32,sum1,time_limit_sec,3,0xd00,57.9757,3.00024,5007514381,8700577535,97,5997,2
100000,32,sum1,time_limit_sec,3,0xd00,57.9616,3.00013,4848131191,8700271063,98,5997,2
100000,64,sum1,time_limit_sec,3,0xd00,57.9057,3.00018,4876045761,8700344056,146,5997,2
100000,64,sum1,time_limit_sec,3,0xd00,57.959,3.00023,4848131191,8700510226,147,5997,2
100000,64,sum1,time_limit_sec,3,0xd00,57.9565,3.00006,4848131191,8700020358,147,5997,2
100000,128,sum1,time_limit_sec,3,0xd00,57.9164,3.00004,4903960331,8699769711,147,5997,2
100000,128,sum1,time_limit_sec,3,0xd00,58.0245,3.00032,4881448581,8700565906,147,5997,2
100000,128,sum1,time_limit_sec,3,0xd00,57.9915,3.00038,4844529311,8700758901,147,5997,2
100000,256,sum1,time_limit_sec,3,0xd00,58.0409,3.00033,4881448581,8700231478,147,5997,2
100000,256,sum1,time_limit_sec,3,0xd00,58.056,3.00043,4881448581,8700528003,147,5997,2
100000,256,sum1,time_limit_sec,3,0xd00,58.0318,3.00041,4881448581,8700478732,147,5997,2
1000000,2,sum1,time_limit_sec,3,0xd00,57.96,3.00251,4734247931,8707270648,98,5997,2
1000000,2,sum1,time_limit_sec,3,0xd00,58.0578,3.0017,4518236651,8704922083,96,5997,2
1000000,2,sum1,time_limit_sec,3,0xd00,58.0714,3.00316,5013262501,8709161042,98,5997,2
1000000,4,sum1,time_limit_sec,3,0xd00,58.0591,3.00367,5013262501,8710624092,98,5997,2
1000000,4,sum1,time_limit_sec,3,0xd00,58.0635,3.00208,4518236651,8706036872,98,5997,2
1000000,4,sum1,time_limit_sec,3,0xd00,58.0703,3.0017,4518236651,8704921880,98,5997,2
1000000,8,sum1,time_limit_sec,3,0xd00,57.979,3.00078,4833253101,8702249501,98,5997,2
1000000,8,sum1,time_limit_sec,3,0xd00,58.0554,3.00379,5004262031,8710983489,98,5997,2
1000000,8,sum1,time_limit_sec,3,0xd00,58.0485,3.00285,4635242761,8708259780,98,5997,2
1000000,16,sum1,time_limit_sec,3,0xd00,58.1062,3.00427,4518236651,8712334280,98,5997,2
1000000,16,sum1,time_limit_sec,3,0xd00,58.0508,3.0038,5004262031,8710983431,96,5997,2
1000000,16,sum1,time_limit_sec,3,0xd00,58.0459,3.0038,5004262031,8710983489,98,5997,2
1000000,32,sum1,time_limit_sec,3,0xd00,58.0625,3.0047,4842253571,8713509679,98,5997,2
1000000,32,sum1,time_limit_sec,3,0xd00,58.022,3.00347,4788250751,8709970548,97,5994,2
1000000,32,sum1,time_limit_sec,3,0xd00,58.0717,3.00361,4842253571,8710357466,98,5995,2
1000000,64,sum1,time_limit_sec,3,0xd00,57.9031,3.00035,4869254981,8700827747,147,5995,2
1000000,64,sum1,time_limit_sec,3,0xd00,58.0314,3.00373,4842253571,8710651410,145,5995,2
1000000,64,sum1,time_limit_sec,3,0xd00,58.0864,3.00211,4878255451,8705931631,147,5995,2
1000000,128,sum1,time_limit_sec,3,0xd00,58.0889,3.00345,4878255451,8709658160,147,5997,2
1000000,128,sum1,time_limit_sec,3,0xd00,57.9509,3.00153,4878255451,8704101702,147,5997,2
1000000,128,sum1,time_limit_sec,3,0xd00,58.0936,3.00345,4878255451,8709655347,147,5997,2
1000000,256,sum1,time_limit_sec,3,0xd00,57.9837,3.00083,4833253101,8701696007,147,5997,2
1000000,256,sum1,time_limit_sec,3,0xd00,58.1098,3.0037,4878255451,8710020225,147,5997,2
1000000,256,sum1,time_limit_sec,3,0xd00,58.1261,3.00472,4878255451,8712984315,146,5997,2
1,2,work1MB,time_limit_sec,3,0x1d00,96.1902,3.00003,5752846271,8700042833,918,5997,2
1,2,work1MB,time_limit_sec,3,0x1d00,96.259,3.0001,5755999091,8700286346,98,5997,2
1,2,work1MB,time_limit_sec,3,0x1d00,96.2121,3.0001,5755999091,8700282576,98,5997,2
1,4,work1MB,time_limit_sec,3,0x1d00,96.248,3.0001,5755999091,8700279328,98,5997,2
1,4,work1MB,time_limit_sec,3,0x1d00,96.25,3.0001,5755999091,8700279183,98,5997,2
1,4,work1MB,time_limit_sec,3,0x1d00,96.3003,3.0001,5755999091,8700280836,95,5997,2
1,8,work1MB,time_limit_sec,3,0x1d00,96.2808,3.0001,5755999091,8700283272,98,5997,2
1,8,work1MB,time_limit_sec,3,0x1d00,96.2623,3.00011,5755999091,8700287738,98,5997,2
1,8,work1MB,time_limit_sec,3,0x1d00,96.2733,3.00011,5755999091,8700285824,98,5997,2
1,16,work1MB,time_limit_sec,3,0x1d00,96.2748,3.00003,5755736356,8699972305,98,5997,2
1,16,work1MB,time_limit_sec,3,0x1d00,96.3533,3.0001,5753109006,8700202623,98,5997,2
1,16,work1MB,time_limit_sec,3,0x1d00,96.3384,3.00003,5755736356,8699977380,95,5997,2
1,32,work1MB,time_limit_sec,3,0x1d00,96.3043,3.00003,5755736356,8699971667,96,5997,2
1,32,work1MB,time_limit_sec,3,0x1d00,96.2996,3.00003,5755736356,8699973813,99,5997,2
1,32,work1MB,time_limit_sec,3,0x1d00,96.3632,3.00003,5755736356,8699975350,98,5997,2
1,64,work1MB,time_limit_sec,3,0x1d00,96.352,3,5752846271,8699807150,147,5997,2
1,64,work1MB,time_limit_sec,3,0x1d00,96.3695,3.00013,5753109006,8700196301,147,5997,2
1,64,work1MB,time_limit_sec,3,0x1d00,96.3884,3.00013,5753109006,8700195344,144,5997,2
1,128,work1MB,time_limit_sec,3,0x1d00,96.4643,3.00012,5755736356,8699966766,147,5997,2
1,128,work1MB,time_limit_sec,3,0x1d00,96.3418,3.00006,5752846271,8699803902,145,5997,2
1,128,work1MB,time_limit_sec,3,0x1d00,96.3774,3.00006,5752846271,8699802452,145,5997,2
1,256,work1MB,time_limit_sec,3,0x1d00,84.4195,3.00015,3075375951,5533964324,5584,5982,11699
1,256,work1MB,time_limit_sec,3,0x1d00,84.3086,3.0001,3075375951,5532756532,5584,5979,11699
1,256,work1MB,time_limit_sec,3,0x1d00,2.81497e+14,3.00017,3075375951,5533156210,5592,5982,11699
100,2,work1MB,time_limit_sec,3,0x1d00,96.5613,3.00535,5767581871,8715508127,98,5997,2
100,2,work1MB,time_limit_sec,3,0x1d00,96.5407,3.00535,5767581871,8715513898,98,5997,2
100,2,work1MB,time_limit_sec,3,0x1d00,96.5778,3.00535,5767581871,8715509026,98,5997,2
100,4,work1MB,time_limit_sec,3,0x1d00,96.5481,3.00535,5767581871,8715511491,96,5997,2
100,4,work1MB,time_limit_sec,3,0x1d00,96.5736,3.00535,5767581871,8715512796,96,5997,2
100,4,work1MB,time_limit_sec,3,0x1d00,96.5679,3.00535,5767581871,8715512941,98,5997,2
100,8,work1MB,time_limit_sec,3,0x1d00,96.5588,3.00536,5767581871,8715512767,96,5997,2
100,8,work1MB,time_limit_sec,3,0x1d00,96.5887,3.00535,5767581871,8715506213,98,5997,2
100,8,work1MB,time_limit_sec,3,0x1d00,96.6004,3.00535,5767581871,8715508272,98,5997,2
100,16,work1MB,time_limit_sec,3,0x1d00,96.6199,3.00541,5767581871,8715603073,98,5997,2
100,16,work1MB,time_limit_sec,3,0x1d00,96.5743,3.00536,5767581871,8715509635,96,5997,2
100,16,work1MB,time_limit_sec,3,0x1d00,96.5649,3.00542,5767581871,8715604581,96,5997,2
100,32,work1MB,time_limit_sec,3,0x1d00,96.5953,3.00542,5767581871,8715601420,98,5997,2
100,32,work1MB,time_limit_sec,3,0x1d00,96.5656,3.00542,5767581871,8715598955,95,5997,2
100,32,work1MB,time_limit_sec,3,0x1d00,96.6083,3.00542,5767581871,8715603189,98,5997,2
100,64,work1MB,time_limit_sec,3,0x1d00,96.5992,3.00544,5767581871,8715596693,147,5997,2
100,64,work1MB,time_limit_sec,3,0x1d00,96.5718,3.00544,5767581871,8715591444,145,5997,2
100,64,work1MB,time_limit_sec,3,0x1d00,96.5579,3.00545,5767581871,8715607945,147,5997,2
100,128,work1MB,time_limit_sec,3,0x1d00,96.591,3.00551,5767581871,8715598781,144,5997,2
100,128,work1MB,time_limit_sec,3,0x1d00,96.5772,3.0055,5767581871,8715592198,144,5997,2
100,128,work1MB,time_limit_sec,3,0x1d00,96.5653,3.00551,5767581871,8715601420,147,5997,2
100,256,work1MB,time_limit_sec,3,0x1d00,96.5364,3.00564,5767581871,8715603537,145,5997,2
100,256,work1MB,time_limit_sec,3,0x1d00,96.5748,3.00564,5767581871,8715604059,145,5997,2
100,256,work1MB,time_limit_sec,3,0x1d00,96.6061,3.00564,5767581871,8715610265,145,5997,2
1000,2,work1MB,time_limit_sec,3,0x1d00,96.5482,3.00529,5767467427,8715332938,98,5997,2
1000,2,work1MB,time_limit_sec,3,0x1d00,96.5513,3.00529,5767467427,8715333373,98,5997,2
1000,2,work1MB,time_limit_sec,3,0x1d00,96.5515,3.00529,5767467427,8715333721,95,5997,2
1000,4,work1MB,time_limit_sec,3,0x1d00,96.5522,3.00529,5767467427,8715335113,96,5997,2
1000,4,work1MB,time_limit_sec,3,0x1d00,96.5478,3.00529,5767467427,8715331401,95,5992,2
1000,4,work1MB,time_limit_sec,3,0x1d00,96.5744,3.00529,5767467427,8715337172,98,5995,2
1000,8,work1MB,time_limit_sec,3,0x1d00,96.5275,3.0053,5767467427,8715336911,97,5995,2
1000,8,work1MB,time_limit_sec,3,0x1d00,96.6086,3.0053,5767467427,8715336882,98,5997,2
1000,8,work1MB,time_limit_sec,3,0x1d00,96.5399,3.0053,5767467427,8715336331,95,5997,2
1000,16,work1MB,time_limit_sec,3,0x1d00,96.5813,3.00535,5767467427,8715423824,96,5995,2
1000,16,work1MB,time_limit_sec,3,0x1d00,96.5347,3.0053,5767467427,8715336592,96,5995,2
1000,16,work1MB,time_limit_sec,3,0x1d00,96.5145,3.00535,5767467427,8715428406,98,5995,2
1000,32,work1MB,time_limit_sec,3,0x1d00,96.5307,3.00536,5767467427,8715418459,98,5997,2
1000,32,work1MB,time_limit_sec,3,0x1d00,96.5362,3.00536,5767467427,8715418865,95,5997,2
1000,32,work1MB,time_limit_sec,3,0x1d00,96.5188,3.00536,5767467427,8715425071,98,5997,2
1000,64,work1MB,time_limit_sec,3,0x1d00,96.5315,3.00538,5767467427,8715420924,147,5997,2
1000,64,work1MB,time_limit_sec,3,0x1d00,96.502,3.00539,5767467427,8715436149,145,5997,2
1000,64,work1MB,time_limit_sec,3,0x1d00,96.5629,3.00538,5767467427,8715414370,147,5997,2
1000,128,work1MB,time_limit_sec,3,0x1d00,96.4993,3.00544,5767467427,8715413355,145,5997,2
1000,128,work1MB,time_limit_sec,3,0x1d00,96.5258,3.00544,5767467427,8715416400,145,5997,2
1000,128,work1MB,time_limit_sec,3,0x1d00,96.5054,3.00545,5767467427,8715419851,147,5997,2
1000,256,work1MB,time_limit_sec,3,0x1d00,96.5341,3.00557,5767467427,8715422809,147,5997,2
1000,256,work1MB,time_limit_sec,3,0x1d00,96.5528,3.00557,5767467427,8715423447,147,5997,2
1000,256,work1MB,time_limit_sec,3,0x1d00,96.5197,3.00557,5767467427,8715421910,147,5997,2
2000,2,work1MB,time_limit_sec,3,0x1d00,96.5349,3.00529,5767461069,8715326616,98,5997,2
2000,2,work1MB,time_limit_sec,3,0x1d00,96.5572,3.00529,5767461069,8715321367,98,5997,2
2000,2,work1MB,time_limit_sec,3,0x1d00,96.5192,3.00529,5767461069,8715324093,96,5997,2
2000,4,work1MB,time_limit_sec,3,0x1d00,96.4966,3.00529,5767461069,8715321889,96,5997,2
2000,4,work1MB,time_limit_sec,3,0x1d00,96.4916,3.00529,5767461069,8715325485,98,5997,2
2000,4,work1MB,time_limit_sec,3,0x1d00,96.4713,3.00529,5767461069,8715321338,98,5997,2
2000,8,work1MB,time_limit_sec,3,0x1d00,96.5363,3.00529,5767461069,8715321222,96,5996,2
2000,8,work1MB,time_limit_sec,3,0x1d00,96.5056,3.00529,5767461069,8715320642,98,5997,2
2000,8,work1MB,time_limit_sec,3,0x1d00,96.4916,3.00529,5767461069,8715324006,96,5997,2
2000,16,work1MB,time_limit_sec,3,0x1d00,96.5173,3.00535,5767461069,8715409295,98,5997,2
2000,16,work1MB,time_limit_sec,3,0x1d00,96.5108,3.0053,5767461069,8715323629,99,5997,2
2000,16,work1MB,time_limit_sec,3,0x1d00,96.5205,3.0053,5767461069,8715321077,96,5997,2
2000,32,work1MB,time_limit_sec,3,0x1d00,96.5017,3.00535,5767461069,8715412572,98,5997,2
2000,32,work1MB,time_limit_sec,3,0x1d00,96.4884,3.00535,5767461069,8715408831,96,5997,2
2000,32,work1MB,time_limit_sec,3,0x1d00,96.5052,3.00535,5767461069,8715406337,98,5997,2
2000,64,work1MB,time_limit_sec,3,0x1d00,96.483,3.00538,5767461069,8715407526,147,5997,2
2000,64,work1MB,time_limit_sec,3,0x1d00,96.5293,3.00538,5767461069,8715407642,147,5997,2
2000,64,work1MB,time_limit_sec,3,0x1d00,96.5375,3.00538,5767461069,8715412543,147,5997,2
2000,128,work1MB,time_limit_sec,3,0x1d00,96.546,3.00544,5767461069,8715412601,147,5997,2
2000,128,work1MB,time_limit_sec,3,0x1d00,96.5147,3.00544,5767461069,8715407845,145,5997,2
2000,128,work1MB,time_limit_sec,3,0x1d00,96.5221,3.00544,5767461069,8715410455,145,5997,2
2000,256,work1MB,time_limit_sec,3,0x1d00,96.5397,3.00557,5767461069,8715424781,147,5997,2
2000,256,work1MB,time_limit_sec,3,0x1d00,96.511,3.00556,5767461069,8715398130,147,5997,2
2000,256,work1MB,time_limit_sec,3,0x1d00,96.4781,3.00557,5767461069,8715410803,148,5997,2
4000,2,work1MB,time_limit_sec,3,0x1d00,105.292,3.27849,6291772179,9507617288,98,5997,2
4000,2,work1MB,time_limit_sec,3,0x1d00,105.309,3.27849,6291772179,9507618709,98,5997,2
4000,2,work1MB,time_limit_sec,3,0x1d00,105.263,3.27849,6291772179,9507619782,98,5997,2
4000,4,work1MB,time_limit_sec,3,0x1d00,105.29,3.27849,6291772179,9507613460,96,5997,2
4000,4,work1MB,time_limit_sec,3,0x1d00,105.294,3.27849,6291772179,9507614881,98,5997,2
4000,4,work1MB,time_limit_sec,3,0x1d00,105.241,3.27849,6291772179,9507610357,96,5997,2
4000,8,work1MB,time_limit_sec,3,0x1d00,105.348,3.2785,6291772179,9507615838,98,5997,2
4000,8,work1MB,time_limit_sec,3,0x1d00,105.337,3.2785,6291772179,9507640053,98,5997,2
4000,8,work1MB,time_limit_sec,3,0x1d00,105.342,3.2785,6291772179,9507618593,98,5997,2
4000,16,work1MB,time_limit_sec,3,0x1d00,105.342,3.27855,6291772179,9507702925,96,5997,2
4000,16,work1MB,time_limit_sec,3,0x1d00,105.353,3.2785,6291772179,9507616215,96,5997,2
4000,16,work1MB,time_limit_sec,3,0x1d00,105.357,3.27856,6291772179,9507709943,98,5997,2
4000,32,work1MB,time_limit_sec,3,0x1d00,105.312,3.27856,6291772179,9507705216,97,5997,2
4000,32,work1MB,time_limit_sec,3,0x1d00,105.338,3.27856,6291772179,9507700750,97,5997,2
4000,32,work1MB,time_limit_sec,3,0x1d00,105.297,3.27856,6291772179,9507701620,98,5997,2
4000,64,work1MB,time_limit_sec,3,0x1d00,105.28,3.27858,6291772179,9507702954,147,5997,2
4000,64,work1MB,time_limit_sec,3,0x1d00,105.351,3.27858,6291772179,9507698517,147,5997,2
4000,64,work1MB,time_limit_sec,3,0x1d00,105.329,3.2786,6291772179,9507730388,147,5997,2
4000,128,work1MB,time_limit_sec,3,0x1d00,105.36,3.27865,6291772179,9507703795,144,5997,2
4000,128,work1MB,time_limit_sec,3,0x1d00,105.319,3.27865,6291772179,9507699822,147,5997,2
4000,128,work1MB,time_limit_sec,3,0x1d00,105.303,3.27865,6291772179,9507704694,147,5997,2
4000,256,work1MB,time_limit_sec,3,0x1d00,105.288,3.27877,6291772179,9507707304,145,5997,2
4000,256,work1MB,time_limit_sec,3,0x1d00,105.271,3.27877,6291772179,9507698430,147,5997,2
4000,256,work1MB,time_limit_sec,3,0x1d00,105.338,3.27877,6291772179,9507694109,145,5997,2
1,2,work1MB,time_limit_sec,3,0x1900,84.235,3.00007,4962013921,8700182497,98,5997,2
1,2,work1MB,time_limit_sec,3,0x1900,84.2117,3.00007,4962013921,8700195402,96,5997,2
1,2,work1MB,time_limit_sec,3,0x1900,84.1659,3.00006,4962013921,8700180148,96,5997,2
1,4,work1MB,time_limit_sec,3,0x1900,84.1824,3.00008,4962013921,8700232174,98,5997,2
1,4,work1MB,time_limit_sec,3,0x1900,84.1901,3.00007,4962013921,8700188326,96,5997,2
1,4,work1MB,time_limit_sec,3,0x1900,84.1459,3.00007,4962013921,8700193604,98,5997,2
1,8,work1MB,time_limit_sec,3,0x1900,84.1457,3.00007,4962013921,8700188065,98,5997,2
1,8,work1MB,time_limit_sec,3,0x1900,84.1464,3.00007,4962013921,8700190385,98,5997,2
1,8,work1MB,time_limit_sec,3,0x1900,84.146,3.00007,4962013921,8700189225,96,5997,2
1,16,work1MB,time_limit_sec,3,0x1900,84.1336,3.00013,4962013921,8700274195,95,5997,2
1,16,work1MB,time_limit_sec,3,0x1900,84.1011,3.00008,4962013921,8700189109,98,5997,2
1,16,work1MB,time_limit_sec,3,0x1900,84.1285,3.00015,4959649306,8700332862,96,5997,2
1,32,work1MB,time_limit_sec,3,0x1900,84.1506,3.00015,4959649306,8700323060,96,5997,2
1,32,work1MB,time_limit_sec,3,0x1900,84.1459,3.00006,4960962981,8700049068,98,5997,2
1,32,work1MB,time_limit_sec,3,0x1900,84.175,3.00013,4962013921,8700272252,96,5997,2
1,64,work1MB,time_limit_sec,3,0x1900,84.1453,3.00016,4962013921,8700266452,147,5997,2
1,64,work1MB,time_limit_sec,3,0x1900,84.1185,3.00016,4962013921,8700271237,147,5997,2
1,64,work1MB,time_limit_sec,3,0x1900,84.1504,3.00016,4962013921,8700268395,145,5997,2
1,128,work1MB,time_limit_sec,3,0x1900,84.0984,3.00006,4961751186,8699805787,145,5997,2
1,128,work1MB,time_limit_sec,3,0x1900,84.1478,3.00008,4959386571,8699874981,147,5997,2
1,128,work1MB,time_limit_sec,3,0x1900,84.1519,3.00006,4961751186,8699805062,145,5997,2
1,256,work1MB,time_limit_sec,3,0x1900,77.1191,3.00007,3073009671,6169343913,5608,5988,11690
1,256,work1MB,time_limit_sec,3,0x1900,77.1474,3.00008,3073009671,6168997363,5591,5989,11690
1,256,work1MB,time_limit_sec,3,0x1900,77.1705,3.00024,3073273074,6170193758,5596,5990,11691
100,2,work1MB,time_limit_sec,3,0x1900,84.4822,3.01081,4981093531,8731357091,98,5999,2
100,2,work1MB,time_limit_sec,3,0x1900,84.5024,3.01082,4981093531,8731359817,98,5997,2
100,2,work1MB,time_limit_sec,3,0x1900,84.4833,3.01082,4981093531,8731366168,98,5997,2
100,4,work1MB,time_limit_sec,3,0x1900,84.4674,3.01082,4981093531,8731357265,95,5997,2
100,4,work1MB,time_limit_sec,3,0x1900,84.4537,3.01082,4981093531,8731363007,98,5997,2
100,4,work1MB,time_limit_sec,3,0x1900,84.4463,3.01082,4981093531,8731363297,96,5997,2
100,8,work1MB,time_limit_sec,3,0x1900,84.4495,3.01082,4981093531,8731359324,96,5997,2
100,8,work1MB,time_limit_sec,3,0x1900,84.4281,3.01082,4981093531,8731358280,98,5995,2
100,8,work1MB,time_limit_sec,3,0x1900,84.4266,3.01082,4981093531,8731358831,96,5997,2
100,16,work1MB,time_limit_sec,3,0x1900,84.4145,3.01089,4981093531,8731475295,98,5997,2
100,16,work1MB,time_limit_sec,3,0x1900,84.4639,3.01083,4981093531,8731359556,98,5997,2
100,16,work1MB,time_limit_sec,3,0x1900,84.4426,3.01088,4981093531,8731449108,96,5997,2
100,32,work1MB,time_limit_sec,3,0x1900,84.4968,3.01088,4981093531,8731441307,98,5997,2
100,32,work1MB,time_limit_sec,3,0x1900,84.4245,3.01088,4981093531,8731439625,96,5997,2
100,32,work1MB,time_limit_sec,3,0x1900,84.3527,3.01088,4981093531,8731444410,98,5997,2
100,64,work1MB,time_limit_sec,3,0x1900,84.3284,3.01091,4981093531,8731447281,147,5997,2
100,64,work1MB,time_limit_sec,3,0x1900,84.4057,3.01091,4981093531,8731445976,144,5997,2
100,64,work1MB,time_limit_sec,3,0x1900,84.4186,3.0109,4981093531,8731437247,147,5997,2
100,128,work1MB,time_limit_sec,3,0x1900,84.4287,3.01097,4981093531,8731446382,147,5996,2
100,128,work1MB,time_limit_sec,3,0x1900,84.4441,3.01098,4981093531,8731469611,147,5997,2
100,128,work1MB,time_limit_sec,3,0x1900,84.454,3.01097,4981093531,8731441278,147,5997,2
100,256,work1MB,time_limit_sec,3,0x1900,84.4167,3.0111,4981093531,8731440843,145,5996,2
100,256,work1MB,time_limit_sec,3,0x1900,84.4312,3.0111,4981093531,8731442931,147,5997,2
100,256,work1MB,time_limit_sec,3,0x1900,84.4332,3.0111,4981093531,8731446527,145,5997,2
1000,2,work1MB,time_limit_sec,3,0x1900,84.4693,3.01076,4980994693,8731185643,96,5997,2
1000,2,work1MB,time_limit_sec,3,0x1900,84.4773,3.01075,4980994693,8731179263,98,5997,2
1000,2,work1MB,time_limit_sec,3,0x1900,84.4404,3.01075,4980994693,8731177204,97,5997,2
1000,4,work1MB,time_limit_sec,3,0x1900,84.405,3.01076,4980994693,8731184744,98,5997,2
1000,4,work1MB,time_limit_sec,3,0x1900,84.4287,3.01076,4980994693,8731189935,98,5997,2
1000,4,work1MB,time_limit_sec,3,0x1900,84.4716,3.01076,4980994693,8731207422,98,5997,2
1000,8,work1MB,time_limit_sec,3,0x1900,84.4421,3.01076,4980994693,8731185063,98,5997,2
1000,8,work1MB,time_limit_sec,3,0x1900,84.4149,3.01076,4980994693,8731187470,98,5997,2
1000,8,work1MB,time_limit_sec,3,0x1900,84.4201,3.01076,4980994693,8731187238,98,5997,2
1000,16,work1MB,time_limit_sec,3,0x1900,84.3811,3.01082,4980994693,8731266176,96,5996,2
1000,16,work1MB,time_limit_sec,3,0x1900,84.4179,3.01082,4980994693,8731272353,98,5997,2
1000,16,work1MB,time_limit_sec,3,0x1900,84.3885,3.01082,4980994693,8731265944,98,5997,2
1000,32,work1MB,time_limit_sec,3,0x1900,84.3727,3.01082,4980994693,8731259825,98,5997,2
1000,32,work1MB,time_limit_sec,3,0x1900,84.4055,3.01082,4980994693,8731264523,98,5997,2
1000,32,work1MB,time_limit_sec,3,0x1900,84.425,3.01082,4980994693,8731264407,98,5997,2
1000,64,work1MB,time_limit_sec,3,0x1900,84.4288,3.01085,4980994693,8731281691,147,5997,2
1000,64,work1MB,time_limit_sec,3,0x1900,84.4657,3.01085,4980994693,8731268380,147,5997,2
1000,64,work1MB,time_limit_sec,3,0x1900,84.4551,3.01085,4980994693,8731267510,145,5997,2
1000,128,work1MB,time_limit_sec,3,0x1900,84.4282,3.01091,4980994693,8731257418,147,5997,2
1000,128,work1MB,time_limit_sec,3,0x1900,84.4283,3.01091,4980994693,8731261130,145,5997,2
1000,128,work1MB,time_limit_sec,3,0x1900,84.4173,3.01091,4980994693,8731263479,147,5997,2
1000,256,work1MB,time_limit_sec,3,0x1900,84.4133,3.01104,4980994693,8731268177,148,5997,2
1000,256,work1MB,time_limit_sec,3,0x1900,84.4214,3.01103,4980994693,8731264900,146,5997,2
