sys i msg_size itr dvfs rapl time tput pk1j rx_bytes tx_bytes instructions cycles ref_cycles llc_miss c1 c1e c3 c6 c7 num_interrupts
linux_tuned 1 64 14 0x1800 135 0.153 31.93 3.91 649816 649870 106773548 187623435 226711676 131345 7213924605 828239307 5892201 0 1252026048 10395
linux_tuned 2 64 14 0x1800 135 0.151 32.25 3.85 653438 649936 104561749 183765383 222037456 129282 13887894006 1606084194 11067342 0 2388626383 10342
linux_tuned 0 64 16 0x1800 135 0.166 29.42 4.16 649810 651256 107372439 186376431 225189814 131079 222297148 5471226 201852 0 21398256 10002
linux_tuned 1 64 16 0x1800 135 0.167 29.27 4.24 648050 649870 104901082 182398748 220421895 128556 7831538811 895887885 6387666 0 1354521954 9984
linux_tuned 2 64 16 0x1800 135 0.166 29.44 4.18 651656 650002 105231147 183267409 221436112 128847 15470461906 1785822333 12321228 0 2656164642 10001
linux_tuned 0 64 18 0x1800 135 0.186 26.25 4.71 649886 649870 106396698 185157266 223823972 129026 277953035 6080809 238965 0 23978124 9992
linux_tuned 1 64 18 0x1800 135 0.185 26.4 4.65 649612 651322 107019066 187378500 226403435 130937 8848977408 1008618102 7206540 0 1525226601 9998
linux_tuned 2 64 18 0x1800 135 0.185 26.37 4.64 651928 650728 105234420 183153438 221326811 128485 17156316242 1976795568 13652144 0 2940480400 9994
linux_tuned 0 64 20 0x1800 135 0.206 23.74 5.17 648700 650398 109059860 189912850 229522008 132577 353601503 6971088 286416 0 27705036 9993
linux_tuned 1 64 20 0x1800 135 0.205 23.8 5.12 650136 650134 108608205 188184201 227374587 131985 10072139887 1143891602 8188614 0 1730073184 10002
linux_tuned 2 64 20 0x1800 135 0.206 23.68 5.13 648440 649870 108622685 190991494 231178691 133412 19922582417 2291327997 15841212 0 3408664968 9987
linux_tuned 0 64 22 0x1800 135 0.226 21.64 5.62 652452 649870 105811310 184244776 222618500 128432 411609339 7392560 320565 0 29599265 9995
linux_tuned 1 64 22 0x1800 135 0.226 21.57 5.62 648050 649870 107292933 187633631 227012348 132216 10905675787 1234101573 8854608 0 1866828489 9984
linux_tuned 2 64 22 0x1800 135 0.226 21.58 5.65 650152 650200 107416969 187343622 226476602 130672 21427176823 2459853990 17024184 0 3659711190 9993
linux_tuned 0 64 24 0x1800 135 0.247 19.8 6.18 648312 649870 104668178 182512226 220426999 127941 490428520 8101314 369018 0 32645106 9986
linux_tuned 1 64 24 0x1800 135 0.246 19.85 6.11 650202 650266 105973913 185023137 223558158 128548 11795065534 1329942600 9561068 0 2012172580 10000
linux_tuned 2 64 24 0x1800 135 0.247 19.79 6.12 648830 649870 107840705 187133086 226396562 131287 23623392590 2707014907 18752451 0 4027796127 9990
linux_tuned 0 64 26 0x1800 135 0.266 18.33 6.58 651456 650068 105920113 184070244 222404654 128514 578578283 8849360 420370 0 35887406 10003
linux_tuned 1 64 26 0x1800 135 0.267 18.32 6.63 649220 649870 108067654 188775783 227784531 130989 12991705081 1459615997 10516695 0 2208749669 9993
linux_tuned 2 64 26 0x1800 135 0.267 18.32 6.64 650602 650926 105330335 182908546 221002591 126960 24747508246 2830627296 19630044 0 4212105660 9998
linux_tuned 0 64 28 0x1800 135 0.287 16.99 7.11 650604 649870 103113890 179884280 220012792 125191 657893270 10317813 465516 0 38341152 9990
linux_tuned 1 64 28 0x1800 135 0.287 16.98 7.09 650004 650068 109439646 191364696 234497016 132023 14346455308 1607229560 11594370 0 2430978750 10001
linux_tuned 2 64 28 0x1800 135 0.287 17.02 7.09 650078 649870 104998623 183497193 223873156 128102 26858091054 3067513221 21287994 0 4563623064 9977
linux_tuned 0 64 30 0x1800 135 0.295 16.53 7.24 649612 649870 105918321 186112097 266667470 130464 744360477 13358076 513188 0 41149896 9575
linux_tuned 1 64 30 0x1800 135 0.266 18.36 6.52 648768 650200 102688629 178925089 248650321 130601 12879003962 1440626696 10390740 0 2175541170 8604
linux_tuned 2 64 30 0x1800 135 0.301 16.2 7.38 648506 649870 107012203 189551052 273252674 131693 28677077526 3272242814 22715751 0 4865063712 9744
linux_tuned 0 64 32 0x1800 135 0.317 15.42 7.64 648574 649870 106272861 188265058 281279903 130227 844539754 20844261 571824 0 44628416 9613
linux_tuned 1 64 32 0x1800 135 0.315 15.49 7.63 649160 650266 105552822 187838088 282584062 129398 15249336173 1707065515 12286218 0 2568538651 9577
linux_tuned 2 64 32 0x1800 135 0.315 15.5 7.64 649226 649870 104405727 184413626 275433793 128105 29413627109 3357488689 23286912 0 4982625858 9574
linux_tuned 0 64 34 0x1800 135 0.334 14.61 8.01 649940 650002 105605509 188686361 300920385 128835 933284899 34160348 626240 0 47549120 9578
linux_tuned 1 64 34 0x1800 135 0.336 14.51 8.09 648830 650134 106339521 190691632 305661566 129206 16459429143 1849828802 13252572 0 2765402532 9619
linux_tuned 2 64 34 0x1800 135 0.335 14.58 8.04 649546 649870 105544214 189662526 302834907 128518 31728167383 3628865234 25107978 0 5367774198 9593
linux_tuned 0 64 36 0x1800 135 0.366 13.35 8.54 648960 649870 107835889 194243115 323529423 129859 1056812842 57301356 705744 0 52323888 9900
linux_tuned 1 64 36 0x1800 135 0.365 13.36 8.54 649350 649870 106617870 192565906 319685444 129283 17516701805 1984115729 14099528 0 2936755864 9895
linux_tuned 2 64 36 0x1800 135 0.365 13.37 8.54 648310 649870 107599876 193634605 322293443 130392 34339679448 3942970167 27170447 0 5803158947 9871
linux_tuned 0 64 38 0x1800 135 0.383 12.73 8.77 648960 649870 105165706 191413204 328324892 127100 1134268192 89633595 759476 0 55075042 9840
linux_tuned 1 64 38 0x1800 135 0.384 12.73 8.73 650796 650068 106600536 193563389 332369145 128509 18723246111 2147269948 15067919 0 3133818505 9857
linux_tuned 2 64 38 0x1800 135 0.384 12.71 8.77 649422 649870 105995336 192648378 330756281 128084 36156193959 4177776851 28606510 0 6104832685 9855
linux_tuned 0 64 40 0x1800 135 0.408 11.96 8.98 650070 650134 105096455 192334621 336223071 125852 1214746224 135395899 825083 0 58343260 9961
linux_tuned 1 64 40 0x1800 135 0.407 12.01 9.02 648310 649870 107682047 198861165 347853753 129606 19771508193 2306593767 15920793 0 3305295792 9895
linux_tuned 2 64 40 0x1800 135 0.405 12.04 8.96 648050 649870 108150374 197642201 345092489 130627 38462327249 4483625492 30442868 0 6490255644 9872
linux_tuned 0 64 2 0x1900 135 0.141 34.55 3.8 650470 649936 138607068 253458486 297265544 126098 26395303 4005511 27065 0 5278085 15010
linux_tuned 1 64 2 0x1900 135 0.142 34.34 3.83 647530 649870 139691853 254752316 299771144 127576 6491685430 760126118 5291303 0 1137075031 14979
linux_tuned 2 64 2 0x1900 135 0.142 34.28 3.8 648506 649870 144145035 262756256 309249446 131690 13457736358 1571833070 10714146 0 2325848656 14987
linux_tuned 0 64 4 0x1900 135 0.141 34.7 3.81 649350 649870 147637575 267742870 314677492 131033 43532992 4441457 90433 0 13597485 14987
linux_tuned 1 64 4 0x1900 135 0.141 34.74 3.85 650232 649870 134409221 246084947 288733570 119416 6073080083 709691718 4981117 0 1068839099 15009
linux_tuned 2 64 4 0x1900 135 0.144 33.97 3.85 654228 650266 147881710 270528334 318775685 131301 13665670173 1594579173 10913656 0 2367847502 15061
linux_tuned 0 64 6 0x1900 135 0.166 29.46 4.31 649350 649870 102581528 179696927 208442546 124727 71107342 5072995 128650 0 19069030 9994
linux_tuned 1 64 6 0x1900 135 0.165 29.53 4.31 650664 650464 103281767 180314982 209145245 126461 7541313983 878802756 6198504 0 1327542840 10009
linux_tuned 2 64 6 0x1900 135 0.165 29.53 4.28 651788 650002 107930610 188748236 218940198 131904 15710882446 1830571011 12559965 0 2721494292 10006
linux_tuned 0 64 8 0x1900 135 0.167 29.25 4.36 648180 649870 106330192 186859118 216761660 130028 102908951 5304789 147315 0 20101977 9985
linux_tuned 1 64 8 0x1900 135 0.166 29.44 4.33 647792 649870 99665429 174387664 202444157 123322 7326842542 850673902 6013877 0 1285258848 9981
linux_tuned 2 64 8 0x1900 135 0.164 29.78 4.26 649612 649936 106176112 185039473 214625375 129403 15257434241 1774448704 12187014 0 2638306436 9997
linux_tuned 0 64 10 0x1900 135 0.166 29.4 4.37 647790 649870 108277980 189370324 219718964 132044 134417322 5434632 164492 0 20781752 9982
linux_tuned 1 64 10 0x1900 135 0.164 29.79 4.26 654164 650068 104815665 182941985 212204165 127077 7597628972 878878416 6226272 0 1328102256 10002
linux_tuned 2 64 10 0x1900 135 0.166 29.45 4.34 648960 649870 106540712 185179225 214773565 130464 15576201037 1808177315 12432742 0 2688697102 9991
linux_tuned 0 64 12 0x1900 135 0.172 28.39 4.49 647920 649870 104217742 182443572 211634547 127286 163060109 5432627 178159 0 20944033 9983
linux_tuned 1 64 12 0x1900 135 0.173 28.2 4.51 651860 649870 105766160 184495066 214139741 129734 8114629211 935252466 6638340 0 1413530504 9997
linux_tuned 2 64 12 0x1900 135 0.175 27.86 4.55 647660 649870 107945283 188268222 218629840 132940 16671450810 1931755908 13296460 0 2872705988 9981
linux_tuned 0 64 14 0x1900 135 0.156 31.29 4.09 648310 649870 106362354 186984984 217114764 131359 177170200 5032800 175500 0 19540350 10220
linux_tuned 1 64 14 0x1900 135 0.157 31.14 4.12 647920 649870 105585084 185388132 215103556 130901 7359595995 845139900 6011700 0 1277562750 10230
linux_tuned 2 64 14 0x1900 135 0.155 31.52 4.07 650202 650200 104621127 184175286 213620902 128940 14274849811 1651009332 11376330 0 2455425966 10283
linux_tuned 0 64 16 0x1900 135 0.166 29.36 4.36 650928 650332 104382872 182189300 211328887 126866 215223052 5335344 196394 0 20854104 10002
linux_tuned 1 64 16 0x1900 135 0.166 29.5 4.34 649220 649870 106631124 186387178 216177629 130387 7928424689 907154178 6466404 0 1371543383 9993
linux_tuned 2 64 16 0x1900 135 0.166 29.4 4.3 650156 649870 108243380 188534293 218927206 132680 15955311247 1841979284 12707868 0 2739676580 9988
linux_tuned 0 64 18 0x1900 135 0.185 26.44 4.77 654096 650134 107271818 186345844 216152254 130453 276144814 6077945 237891 0 23959687 10003
linux_tuned 1 64 18 0x1900 135 0.185 26.43 4.78 653766 650134 105520698 184409694 213905856 128510 8698901518 991712832 7085056 0 1499646720 10001
linux_tuned 2 64 18 0x1900 135 0.185 26.43 4.78 651852 650134 104637632 182744519 211965002 126985 17057080677 1965561850 13573875 0 2923753350 10003
linux_tuned 0 64 20 0x1900 135 0.205 23.79 5.27 651394 649936 108825715 189048535 219273205 132519 349818777 6933668 283997 0 27547709 9997
linux_tuned 1 64 20 0x1900 135 0.206 23.73 5.29 648700 649870 108731965 189860091 220418966 132613 10119692309 1149525312 8228340 0 1738575108 9989
linux_tuned 2 64 20 0x1900 135 0.205 23.81 5.26 651392 650002 108601253 189507385 219819623 132362 19822883713 2280092346 15762138 0 3391934511 10001
linux_tuned 0 64 22 0x1900 135 0.226 21.56 5.81 648180 649870 105910938 185419268 215313980 128839 411350155 7426078 321192 0 29712960 9985
linux_tuned 1 64 22 0x1900 135 0.226 21.64 5.76 652252 651058 107003552 186751251 216621619 129856 10803880637 1222826899 8772442 0 1849757259 9997
linux_tuned 2 64 22 0x1900 135 0.226 21.65 5.76 651194 650002 106793364 186104587 215865386 129869 21229297658 2437385664 16867844 0 3626267253 9998
linux_tuned 0 64 24 0x1900 135 0.246 19.84 6.31 649612 649870 104988275 182796665 212021262 127241 488076303 8097102 367614 0 32618898 9996
linux_tuned 1 64 24 0x1900 135 0.246 19.85 6.29 651588 650398 107808581 187935985 217986823 127383 11992552039 1352481360 9722400 0 2046254160 10003
linux_tuned 2 64 24 0x1900 135 0.246 19.81 6.3 648848 649870 103667709 180266857 209193414 125705 22640857981 2594686479 17973186 0 3860643402 9980
linux_tuned 0 64 26 0x1900 135 0.267 18.31 6.78 651522 650200 107434690 187923019 217975803 130399 585075250 8986398 426216 0 36427794 10005
linux_tuned 1 64 26 0x1900 135 0.267 18.28 6.8 648050 649870 107378756 187860487 218033629 130888 12938924702 1453977834 10474800 0 2200192524 9983
linux_tuned 2 64 26 0x1900 135 0.266 18.33 6.78 652446 650134 106049438 184774982 214330445 128295 24941315383 2853091322 19784568 0 4245505606 10003
linux_tuned 0 64 28 0x1900 135 0.288 16.95 7.32 648180 650134 104807174 184131136 217642013 127045 667500856 10472923 473109 0 39031629 9989
linux_tuned 1 64 28 0x1900 135 0.287 17.01 7.28 649162 649870 104292653 182923481 215698056 126400 13638943333 1528236969 11024280 0 2311533795 9962
linux_tuned 2 64 28 0x1900 135 0.287 17.02 7.3 651258 650200 106677358 186910051 219321084 128938 27248861949 3112426635 21599075 0 4630460528 9992
linux_tuned 0 64 30 0x1900 135 0.302 16.18 7.59 648310 649870 106028135 188397249 265974080 130810 755206860 13057657 520778 0 41843732 9761
linux_tuned 1 64 30 0x1900 135 0.302 16.16 7.6 651592 649936 104995378 186614344 263554233 127985 14442523727 1615303317 11652784 0 2439988694 9798
linux_tuned 2 64 30 0x1900 135 0.302 16.14 7.6 648050 649870 105798953 191239129 269292347 130365 28477681992 3249218665 22558184 0 4831594480 9778
linux_tuned 0 64 32 0x1900 135 0.313 15.59 7.77 649032 649870 105221063 186589929 272267399 129297 828628015 19642904 560924 0 43863898 9510
linux_tuned 1 64 32 0x1900 135 0.314 15.57 7.77 651918 650068 105531620 187973068 273819334 129062 15196626179 1700544611 12243900 0 2559975300 9548
linux_tuned 2 64 32 0x1900 135 0.315 15.52 7.85 647660 649870 104190363 184989955 271295667 127397 29312909815 3345379574 23207580 0 4965874452 9546
linux_tuned 0 64 34 0x1900 135 0.333 14.68 8.17 648836 649870 104390721 186775792 292738122 127917 919736055 32534470 617464 0 46923788 9502
linux_tuned 1 64 34 0x1900 135 0.334 14.6 8.24 648124 649870 106363377 191782389 300663735 129442 16406691299 1842898299 13209731 0 2756833747 9553
linux_tuned 2 64 34 0x1900 135 0.333 14.65 8.23 648310 649870 104932898 188491168 294475019 128096 31429736479 3593762034 24872052 0 5317575648 9537
linux_tuned 0 64 36 0x1900 135 0.365 13.38 8.74 648452 649870 107329596 194216756 317552117 130440 1049067273 55164775 700996 0 51987884 9867
linux_tuned 1 64 36 0x1900 135 0.364 13.41 8.71 650076 650596 106413951 191564351 313443513 127920 17413214217 1970785705 14016186 0 2919647844 9864
linux_tuned 2 64 36 0x1900 135 0.365 13.37 8.77 649880 649870 107070848 193449631 317045719 128928 34140096140 3918429077 27011430 0 5769677190 9891
linux_tuned 0 64 38 0x1900 135 0.383 12.73 8.9 650070 650068 106116105 192756271 326462048 128192 1142369433 88028182 764310 0 55483650 9852
linux_tuned 1 64 38 0x1900 135 0.385 12.7 8.94 648700 649870 104452578 190064714 322479333 125253 18364821904 2103970643 14779800 0 3074006160 9855
linux_tuned 2 64 38 0x1900 135 0.383 12.75 8.93 650928 651124 105662615 192540001 324929398 127108 35956764620 4152534649 28447947 0 6071343795 9840
linux_tuned 0 64 40 0x1900 135 0.409 11.94 9.11 648180 649870 104990887 193483631 333099336 126709 1213840798 132437156 822430 0 58306497 9949
linux_tuned 1 64 40 0x1900 135 0.408 11.96 9.11 648180 649870 105705043 194980017 335264940 128085 19464048953 2267896007 15671673 0 3254010891 9940
linux_tuned 2 64 40 0x1900 135 0.406 12.01 9.06 649350 649870 106715832 195890301 337180912 127615 37965759765 4422905066 30047882 0 6406577348 9911
linux_tuned 0 64 2 0x1a00 135 0.141 34.65 3.95 648310 649870 134684914 247773496 280715302 125539 25368820 3852203 19953 0 4055351 14984
linux_tuned 1 64 2 0x1a00 135 0.14 34.81 3.87 651010 650200 145538959 263876523 299577337 130833 6635631990 776990602 5403014 0 1161251017 15028
linux_tuned 2 64 2 0x1a00 135 0.142 34.42 3.94 652118 650002 135545555 249830585 283696154 124698 12592281498 1470737402 10018857 0 2175342572 15033
linux_tuned 0 64 4 0x1a00 135 0.14 34.94 3.87 651060 650398 146167719 270480185 306655599 130716 42930986 4375233 80810 0 12379587 15016
linux_tuned 1 64 4 0x1a00 135 0.141 34.66 3.91 649162 650266 146716434 269777792 306581765 135629 6699411139 782881345 5487205 0 1177988130 14989
linux_tuned 2 64 4 0x1a00 135 0.14 34.76 3.92 651279 650000 143559092 264702037 300212872 130748 13280467862 1549621709 10599213 0 2300003073 15018
linux_tuned 0 64 6 0x1a00 135 0.165 29.52 4.47 648180 649870 106460804 186078018 207662475 129792 71794169 5236000 132320 0 19667200 9985
linux_tuned 1 64 6 0x1a00 135 0.162 30.12 4.36 653048 649870 105860653 185635914 207159499 129027 7539756906 878801820 6198192 0 1327527084 9995
linux_tuned 2 64 6 0x1a00 135 0.162 30.06 4.36 648572 649870 105446166 184815432 206178661 128585 14938233109 1740725950 11943060 0 2587907280 9987
linux_tuned 0 64 8 0x1a00 135 0.165 29.63 4.39 649806 650662 107829185 189640045 211546764 131321 101937110 5334822 147420 0 20209824 10004
linux_tuned 1 64 8 0x1a00 135 0.162 30.12 4.33 649620 649870 105939017 185093710 206710405 129434 7567904909 878838948 6212388 0 1327800708 9995
linux_tuned 2 64 8 0x1a00 135 0.163 30.05 4.38 648180 649870 105749171 185418542 206919669 128802 15062755397 1751986548 12032280 0 2604892992 9985
linux_tuned 0 64 10 0x1a00 135 0.163 29.95 4.39 649156 649870 102951790 180450190 201378175 125307 123843872 5067666 152388 0 19372860 9994
linux_tuned 1 64 10 0x1a00 135 0.162 30.11 4.34 651854 651916 108258566 189333257 211209755 131373 7790816787 901412960 6385440 0 1362139680 10031
linux_tuned 2 64 10 0x1a00 135 0.163 29.96 4.42 647790 649870 103753171 182591401 203785871 126105 14897426596 1729559524 11891572 0 2571781058 9982
linux_tuned 0 64 12 0x1a00 135 0.167 29.32 4.47 649220 649870 106217950 186699896 208390085 129499 159422345 5363715 174685 0 20670146 9993
linux_tuned 1 64 12 0x1a00 135 0.169 28.96 4.52 652116 650332 106334352 186345273 207842159 129180 7966334668 918348031 6517718 0 1387967820 10008
linux_tuned 2 64 12 0x1a00 135 0.173 28.14 4.63 651072 649870 107440974 187410614 209272671 130033 16378970281 1898060294 13063700 0 2822583075 9995
linux_tuned 0 64 14 0x1a00 135 0.161 30.33 4.33 648708 649870 105842336 185152654 206598755 130281 181493582 5198080 180730 0 20175420 10007
linux_tuned 1 64 14 0x1a00 135 0.161 30.36 4.31 652380 650398 106916236 187797500 209505512 129651 7652388856 878942844 6251388 0 1328648256 10114
linux_tuned 2 64 14 0x1a00 135 0.161 30.28 4.38 649820 649870 107097485 188719718 210578425 131109 15244297539 1763322421 12149916 0 2622445418 10040
linux_tuned 0 64 16 0x1a00 135 0.166 29.45 4.47 649558 649870 102459690 178828277 199550740 124605 209604199 5232955 192045 0 20443260 9992
linux_tuned 1 64 16 0x1a00 135 0.166 29.4 4.47 648050 649870 108233533 188826762 210726238 131514 8074517907 924056687 6586076 0 1397083528 9984
linux_tuned 2 64 16 0x1a00 135 0.165 29.52 4.44 650278 649870 108561159 191118129 213251239 132666 15953669676 1841977152 12707048 0 2739660344 9993
linux_tuned 0 64 18 0x1a00 135 0.186 26.3 4.94 648440 649870 106708629 186999198 208863800 130592 274341710 6076871 237354 0 23940534 9987
linux_tuned 1 64 18 0x1a00 135 0.185 26.41 4.92 651984 650332 104879031 183108809 204263617 127075 8647705840 986076875 7044275 0 1491107975 10006
linux_tuned 2 64 18 0x1a00 135 0.185 26.32 4.96 650614 649870 106238245 186053764 207635128 129240 17347682856 1999255950 13806036 0 2973855968 9990
linux_tuned 0 64 20 0x1a00 135 0.205 23.81 5.43 652050 650134 108691106 190160910 212141409 131531 347771067 6932450 283388 0 27527003 10004
linux_tuned 1 64 20 0x1a00 135 0.206 23.73 5.45 647530 649870 108429717 190120143 212341973 133314 10117634996 1149522456 8227320 0 1738555116 9980
linux_tuned 2 64 20 0x1a00 135 0.206 23.71 5.45 648570 651388 108689201 190277271 212556515 131595 19918469795 2291322696 15839580 0 3408621516 9994
linux_tuned 0 64 22 0x1a00 135 0.226 21.64 5.96 651196 649936 106057627 185090225 206482233 127976 407274484 7388045 318415 0 29552825 9997
linux_tuned 1 64 22 0x1a00 135 0.226 21.58 5.99 649630 649870 104458523 183561775 205067671 127443 10602570807 1200285672 8609673 0 1815638199 9986
linux_tuned 2 64 22 0x1a00 135 0.226 21.57 5.96 648440 649870 106479108 186162108 207840883 130215 21227098611 2437384362 16867410 0 3626244685 9987
linux_tuned 0 64 24 0x1a00 135 0.247 19.81 6.5 648310 649870 103469558 182365080 203615061 125687 479468579 7991907 361977 0 32183382 9986
linux_tuned 1 64 24 0x1a00 135 0.246 19.81 6.47 647660 649870 106535617 187578676 209445511 129785 11890196168 1341209254 9639714 0 2029176338 9981
linux_tuned 2 64 24 0x1a00 135 0.246 19.82 6.51 649686 649870 104976364 184554296 205928565 126584 22932502269 2628380430 18206136 0 3910757058 9991
linux_tuned 0 64 26 0x1a00 135 0.267 18.31 7.01 650408 649870 106537461 190419124 212541725 128745 577933051 8913408 421888 0 36119296 9995
linux_tuned 1 64 26 0x1a00 135 0.267 18.29 7.01 648898 650266 107996891 189918860 212114903 130484 12986455424 1459608227 10513069 0 2208693207 9993
linux_tuned 2 64 26 0x1a00 135 0.267 18.3 7.06 650546 649870 108946468 191357595 213523027 132361 25626041940 2931717735 20329290 0 4362479802 9991
linux_tuned 0 64 28 0x1a00 135 0.284 17.19 7.39 650806 651124 107965566 189842537 237517047 130951 674554914 10515209 478656 0 39575267 9830
linux_tuned 1 64 28 0x1a00 135 0.284 17.2 7.41 649808 650068 104253443 183627822 228617730 126599 13535749912 1516856198 10941575 0 2294447605 9847
linux_tuned 2 64 28 0x1a00 135 0.28 17.46 7.32 652248 650266 105603225 185810193 228631824 127743 26459320719 3022441985 20974199 0 4496698957 9701
linux_tuned 0 64 30 0x1a00 135 0.302 16.17 7.79 651520 650200 104945534 187613184 258443969 127658 745116261 12369145 513656 0 41379052 9801
linux_tuned 1 64 30 0x1a00 135 0.299 16.31 7.77 648376 649870 105472721 189133542 260545541 129658 14440278213 1614749908 11651354 0 2439960666 9680
linux_tuned 2 64 30 0x1a00 135 0.197 24.79 5.2 651002 649870 96266249 165358383 198243101 130195 18721031549 2135953746 14829880 0 3176461800 6383
linux_tuned 0 64 32 0x1a00 135 0.311 15.69 7.94 650930 650068 104758881 186529722 266977364 127718 818331121 18589796 554112 0 43395080 9466
linux_tuned 1 64 32 0x1a00 135 0.315 15.51 8.03 648570 649870 105265115 188417997 273577822 127002 15194588707 1699680590 12243300 0 2559944700 9553
linux_tuned 2 64 32 0x1a00 135 0.313 15.58 8.0 648702 650332 105673449 188382463 272401176 129222 29606965373 3378301778 23440500 0 5016007500 9517
linux_tuned 0 64 34 0x1a00 135 0.333 14.67 8.42 650994 650926 104902649 188014595 289669980 126806 920794030 31418258 617516 0 47041215 9544
linux_tuned 1 64 34 0x1a00 135 0.334 14.63 8.45 649692 650332 106409308 192000985 297566390 129493 16354005773 1835954244 13167546 0 2748263882 9548
linux_tuned 2 64 34 0x1a00 135 0.332 14.7 8.39 651786 650134 104982598 188518873 290917763 127473 31329045304 3581250664 24791936 0 5300820744 9521
linux_tuned 0 64 36 0x1a00 135 0.364 13.42 8.97 650610 649870 107991982 196758710 315910746 129763 1050431148 53501872 700940 0 52103785 9848
linux_tuned 1 64 36 0x1a00 135 0.364 13.42 8.99 648050 649870 106607662 193559401 312302102 128711 17462492523 1974734227 14055797 0 2928149154 9839
linux_tuned 2 64 36 0x1a00 135 0.363 13.44 8.93 648050 649870 108017780 195387961 313565023 130750 34336357146 3939307980 27166630 0 5803089894 9826
linux_tuned 0 64 38 0x1a00 135 0.384 12.72 9.12 649030 649870 105608270 192701600 321277080 127228 1137989317 85368550 761488 0 55293784 9840
linux_tuned 1 64 38 0x1a00 135 0.382 12.78 9.09 649808 650068 106064080 193535132 323116318 126926 18567608676 2124972729 14943656 0 3108122836 9812
linux_tuned 2 64 38 0x1a00 135 0.383 12.75 9.14 648506 649870 105908156 193688075 321984100 126687 36054558545 4161597979 28526316 0 6088029948 9817
linux_tuned 0 64 40 0x1a00 135 0.408 11.97 9.2 649612 649936 106955378 195710928 332161012 127710 1232270989 131416807 833140 0 59189515 9946
linux_tuned 1 64 40 0x1a00 135 0.408 11.96 9.18 650876 650398 107482236 197134348 334513782 128771 19769781704 2300457462 15917310 0 3305216844 9951
linux_tuned 2 64 40 0x1a00 135 0.409 11.93 9.26 648310 649870 106947159 197416502 336034165 127899 38262333817 4454435025 30281700 0 6456719272 9964
linux_tuned 0 64 2 0x1b00 135 0.141 34.68 4.04 652120 650002 144930028 265891102 292085245 130219 26814276 4085873 16319 0 3213226 15035
linux_tuned 1 64 2 0x1b00 135 0.14 34.92 3.99 650082 649870 145020465 266664966 291930327 134531 6635317728 776955313 5389051 0 1160137599 15003
linux_tuned 2 64 2 0x1b00 135 0.14 34.97 3.98 650554 649870 146381133 268493456 293838759 131654 13264869282 1549274756 10548204 0 2290418082 15017
linux_tuned 0 64 4 0x1b00 135 0.14 34.98 4.01 648440 649870 145180605 266367211 292567080 134364 42643047 4342221 67244 0 11246328 14982
linux_tuned 1 64 4 0x1b00 135 0.139 35.16 3.99 650466 652510 135841234 251043949 274855069 121989 6168981935 720902990 5048842 0 1083711760 15037
linux_tuned 2 64 4 0x1b00 135 0.139 35.08 4.02 654774 650794 133413621 244222107 268136204 118936 12029221036 1403611597 9595153 0 2082261070 15083
linux_tuned 0 64 6 0x1b00 135 0.164 29.78 4.52 651258 650662 106064854 186467594 200305581 127967 69309153 5167864 129560 0 19405560 10010
linux_tuned 1 64 6 0x1b00 135 0.162 30.19 4.46 657796 651784 104554579 183137783 196733709 126308 7393214232 861900255 6078384 0 1301982264 10014
linux_tuned 2 64 6 0x1b00 135 0.161 30.32 4.47 648960 649870 105113487 185467530 199263930 127111 14840295946 1729492534 11865700 0 2571194934 9991
linux_tuned 0 64 8 0x1b00 135 0.162 30.21 4.5 648440 650200 106449905 187983659 201984739 129636 96580880 5135676 141492 0 19443840 9989
linux_tuned 1 64 8 0x1b00 135 0.162 30.15 4.47 651798 650596 106969871 188711923 202959023 130264 7614838770 884470333 6251583 0 1336296708 9997
linux_tuned 2 64 8 0x1b00 135 0.161 30.38 4.44 649688 652972 103250415 180934406 194544528 126250 14578424285 1695830717 11646026 0 2521386675 9997
linux_tuned 0 64 10 0x1b00 135 0.161 30.32 4.47 648440 651256 104524452 183795239 197430608 126703 122345147 5066136 151776 0 19357254 10007
linux_tuned 1 64 10 0x1b00 135 0.165 29.67 4.58 650334 654358 103678966 182378580 195915706 125047 7545787064 873242720 6185430 0 1319556695 10069
linux_tuned 2 64 10 0x1b00 135 0.162 30.19 4.47 650080 649870 106436840 185440897 199271586 128566 15089325966 1752018528 12045228 0 2605165212 9997
linux_tuned 0 64 12 0x1b00 135 0.169 28.89 4.69 648050 649870 105907985 186779788 200690034 127961 159789903 5428715 175877 0 20910781 9984
linux_tuned 1 64 12 0x1b00 135 0.174 28.07 4.78 649686 652378 106485030 186912154 200908433 128539 8209002566 946517040 6717312 0 1430526048 10030
linux_tuned 2 64 12 0x1b00 135 0.175 27.97 4.81 649032 652378 105622876 185360601 199364734 128030 16183448398 1875595203 12908265 0 2789163359 10025
linux_tuned 0 64 14 0x1b00 135 0.161 30.28 4.5 648310 650728 105004603 185002105 198732447 127533 178767505 5162234 178794 0 20030010 9999
linux_tuned 1 64 14 0x1b00 135 0.164 29.76 4.56 648710 649870 105269593 184616849 198320850 127841 7699848411 884575994 6290990 0 1337149689 9997
linux_tuned 2 64 14 0x1b00 135 0.164 29.85 4.53 649620 650596 104233973 184161768 197873931 127580 15048527982 1740857545 11994365 0 2589022970 10011
linux_tuned 0 64 16 0x1b00 135 0.165 29.62 4.58 652316 650134 84930324 150588401 161769018 103614 171753871 4319616 158080 0 16868992 10002
