sys i msg_size itr dvfs rapl time tput joules rx_bytes tx_bytes instructions cycles ref_cycles llc_miss c1 c1e c3 c6 c7 num_interrupts
ebbrt_tuned 2 524288 6 0x1900 135 4.735 8447.7 118.82 2662302835 0 2127673556 0 0 3185512 0 0 0 0 0 571223
ebbrt_tuned 3 524288 6 0x1900 135 4.735 8447.28 118.78 2662264691 0 2136622399 0 0 3213070 0 0 0 0 0 571037
ebbrt_tuned 4 524288 6 0x1900 135 4.734 8450.22 118.77 2662267177 0 2130131945 0 0 3188853 0 0 0 0 0 570939
ebbrt_tuned 5 524288 6 0x1900 135 4.7330000000000005 8450.62 118.83 2662238413 0 2125862763 0 0 3183261 0 0 0 0 0 571204
ebbrt_tuned 6 524288 6 0x1900 135 4.736000000000001 8445.64 118.83 2662267031 0 2114505510 0 0 3164706 0 0 0 0 0 570173
ebbrt_tuned 7 524288 6 0x1900 135 4.735 8447.0 118.92 2662269883 0 2118274359 0 0 3192218 0 0 0 0 0 570910
ebbrt_tuned 8 524288 6 0x1900 135 4.736000000000001 8446.69 118.86 2662265907 0 2118252507 0 0 3176024 0 0 0 0 0 570540
ebbrt_tuned 9 524288 6 0x1900 135 4.734 8449.87 118.83 2662256005 0 2137626411 0 0 3201080 0 0 0 0 0 571023
ebbrt_tuned 0 524288 6 0x1800 135 4.743 8433.43 115.85 2662251215 0 2123748480 0 0 3201162 0 0 0 0 0 569687
ebbrt_tuned 1 524288 6 0x1800 135 4.743 8433.71 115.83 2662268549 0 2130439134 0 0 3194751 0 0 0 0 0 570093
ebbrt_tuned 2 524288 6 0x1800 135 4.7410000000000005 8436.93 115.89 2662280417 0 2127315408 0 0 3219133 0 0 0 0 0 568729
ebbrt_tuned 3 524288 6 0x1800 135 4.74 8438.65 115.83 2662286443 0 2130741849 0 0 3196618 0 0 0 0 0 570691
ebbrt_tuned 4 524288 6 0x1800 135 4.7410000000000005 8436.57 115.85 2662227759 0 2136478397 0 0 3209610 0 0 0 0 0 570307
ebbrt_tuned 5 524288 6 0x1800 135 4.742 8434.46 115.83 2662187902 0 2121096727 0 0 3180580 0 0 0 0 0 569843
ebbrt_tuned 6 524288 6 0x1800 135 4.742 8435.91 115.84 2662234505 0 2126543684 0 0 3212693 0 0 0 0 0 569973
ebbrt_tuned 7 524288 6 0x1800 135 4.742 8435.82 115.81 2662241357 0 2124216013 0 0 3200758 0 0 0 0 0 569818
ebbrt_tuned 8 524288 6 0x1800 135 4.7410000000000005 8436.92 115.83 2662199322 0 2111695976 0 0 3178804 0 0 0 0 0 569531
ebbrt_tuned 9 524288 6 0x1800 135 4.74 8439.09 115.83 2662279537 0 2125560871 0 0 3205273 0 0 0 0 0 569292
ebbrt_tuned 0 524288 6 0x1700 135 4.7410000000000005 8437.62 113.27 2662269533 0 2125290978 0 0 3185379 0 0 0 0 0 572267
ebbrt_tuned 1 524288 6 0x1700 135 4.74 8438.42 113.24 2662276353 0 2127389209 0 0 3187769 0 0 0 0 0 572311
ebbrt_tuned 2 524288 6 0x1700 135 4.74 8438.87 113.25 2662246839 0 2122930876 0 0 3211038 0 0 0 0 0 571709
ebbrt_tuned 3 524288 6 0x1700 135 4.7410000000000005 8437.38 113.28 2662225298 0 2133171449 0 0 3213434 0 0 0 0 0 572002
ebbrt_tuned 4 524288 6 0x1700 135 4.7410000000000005 8436.31 113.4 2662270483 0 2131901527 0 0 3221430 0 0 0 0 0 572739
ebbrt_tuned 5 524288 6 0x1700 135 4.743 8432.96 113.34 2662249846 0 2130325526 0 0 3194829 0 0 0 0 0 572926
ebbrt_tuned 6 524288 6 0x1700 135 4.7410000000000005 8436.34 113.32 2662206942 0 2116018042 0 0 3166007 0 0 0 0 0 572523
ebbrt_tuned 7 524288 6 0x1700 135 4.7410000000000005 8437.77 113.34 2662279789 0 2130577551 0 0 3223236 0 0 0 0 0 572115
ebbrt_tuned 8 524288 6 0x1700 135 4.7410000000000005 8436.74 113.23 2662255547 0 2128369428 0 0 3198952 0 0 0 0 0 571644
ebbrt_tuned 9 524288 6 0x1700 135 4.743 8433.93 113.23 2662229095 0 2130006082 0 0 3213035 0 0 0 0 0 572404
ebbrt_tuned 0 524288 6 0x1600 135 4.743 8433.18 110.32 2662203872 0 2136994986 0 0 3250296 0 0 0 0 0 565320
ebbrt_tuned 1 524288 6 0x1600 135 4.743 8433.36 110.33 2662295001 0 2136414420 0 0 3229293 0 0 0 0 0 566424
ebbrt_tuned 2 524288 6 0x1600 135 4.745 8430.12 110.33 2662240803 0 2128149906 0 0 3217743 0 0 0 0 0 566092
ebbrt_tuned 3 524288 6 0x1600 135 4.745 8429.58 110.42 2662277277 0 2131141994 0 0 3231118 0 0 0 0 0 566688
ebbrt_tuned 4 524288 6 0x1600 135 4.745 8429.96 110.38 2662296727 0 2122713655 0 0 3196315 0 0 0 0 0 566224
ebbrt_tuned 5 524288 6 0x1600 135 4.747 8427.04 110.39 2662247637 0 2128935137 0 0 3242909 0 0 0 0 0 566676
ebbrt_tuned 6 524288 6 0x1600 135 4.743 8433.06 110.38 2662293741 0 2140951802 0 0 3277188 0 0 0 0 0 565518
ebbrt_tuned 7 524288 6 0x1600 135 4.743 8433.05 110.35 2662281911 0 2134048727 0 0 3213920 0 0 0 0 0 565894
ebbrt_tuned 8 524288 6 0x1600 135 4.743 8432.73 110.42 2662259953 0 2127322693 0 0 3259221 0 0 0 0 0 566290
ebbrt_tuned 9 524288 6 0x1600 135 4.744 8431.72 110.44 2662194020 0 2134415058 0 0 3254134 0 0 0 0 0 565893
ebbrt_tuned 0 524288 6 0x1500 135 4.745 8430.38 107.57 2662226029 0 2138153624 0 0 3272642 0 0 0 0 0 561134
ebbrt_tuned 1 524288 6 0x1500 135 4.744 8431.5 107.63 2662299679 0 2143121663 0 0 3318062 0 0 0 0 0 560921
ebbrt_tuned 2 524288 6 0x1500 135 4.746 8428.89 107.58 2662271947 0 2133789811 0 0 3415036 0 0 0 0 0 559522
ebbrt_tuned 3 524288 6 0x1500 135 4.745 8429.59 107.5 2662281811 0 2142957297 0 0 3254518 0 0 0 0 0 560664
ebbrt_tuned 4 524288 6 0x1500 135 4.747 8426.79 107.53 2662238210 0 2143532726 0 0 3296924 0 0 0 0 0 560517
ebbrt_tuned 5 524288 6 0x1500 135 4.747 8425.83 107.51 2662289791 0 2140466413 0 0 3306458 0 0 0 0 0 560744
ebbrt_tuned 6 524288 6 0x1500 135 4.746 8428.63 107.51 2662294723 0 2126761033 0 0 3292832 0 0 0 0 0 560777
ebbrt_tuned 7 524288 6 0x1500 135 4.747 8426.34 107.56 2662201168 0 2134830947 0 0 3254754 0 0 0 0 0 561364
ebbrt_tuned 8 524288 6 0x1500 135 4.747 8427.25 107.54 2662286099 0 2144116621 0 0 3271763 0 0 0 0 0 561415
ebbrt_tuned 9 524288 6 0x1500 135 4.746 8427.91 107.63 2662304491 0 2135609805 0 0 3291801 0 0 0 0 0 559965
ebbrt_tuned 0 524288 6 0x1200 135 4.718999999999999 8477.11 106.2 2662500899 0 2081319567 0 0 24675351 0 0 0 0 0 440130
ebbrt_tuned 1 524288 6 0x1200 135 4.718 8478.23 106.21 2662513125 0 2069423616 0 0 24491693 0 0 0 0 0 439954
ebbrt_tuned 2 524288 6 0x1200 135 4.72 8475.45 106.21 2662534557 0 2074638545 0 0 24513861 0 0 0 0 0 439519
ebbrt_tuned 3 524288 6 0x1200 135 4.718 8478.61 106.05 2662524095 0 2079206970 0 0 24631776 0 0 0 0 0 440865
ebbrt_tuned 4 524288 6 0x1200 135 4.718 8478.0 106.07 2662504341 0 2065250018 0 0 24481883 0 0 0 0 0 440613
ebbrt_tuned 5 524288 6 0x1200 135 4.718 8478.04 106.15 2662523755 0 2065776340 0 0 24479702 0 0 0 0 0 440348
ebbrt_tuned 6 524288 6 0x1200 135 4.718999999999999 8476.59 106.05 2662505241 0 2069910447 0 0 24553091 0 0 0 0 0 440408
ebbrt_tuned 7 524288 6 0x1200 135 4.718999999999999 8476.17 106.19 2662504367 0 2070254270 0 0 24529487 0 0 0 0 0 440735
ebbrt_tuned 8 524288 6 0x1200 135 4.718999999999999 8477.0 106.31 2662527513 0 2072550044 0 0 24524870 0 0 0 0 0 439644
ebbrt_tuned 9 524288 6 0x1200 135 4.718999999999999 8475.77 106.33 2662524293 0 2078157717 0 0 24606321 0 0 0 0 0 439574
ebbrt_tuned 0 524288 6 0x1100 135 4.728 8460.65 103.04 2662504287 0 2085862019 0 0 26702398 0 0 0 0 0 443780
ebbrt_tuned 1 524288 6 0x1100 135 4.727 8461.43 103.05 2662527183 0 2081008316 0 0 26632888 0 0 0 0 0 443950
ebbrt_tuned 2 524288 6 0x1100 135 4.728 8460.27 103.05 2662513651 0 2065828330 0 0 26366155 0 0 0 0 0 442633
ebbrt_tuned 3 524288 6 0x1100 135 4.728 8460.78 103.08 2662507669 0 2072310496 0 0 26533502 0 0 0 0 0 443967
ebbrt_tuned 4 524288 6 0x1100 135 4.727 8462.11 103.08 2662527957 0 2078195590 0 0 26664292 0 0 0 0 0 444080
ebbrt_tuned 5 524288 6 0x1100 135 4.728 8459.7 103.11 2662520387 0 2068350790 0 0 26489843 0 0 0 0 0 443723
ebbrt_tuned 6 524288 6 0x1100 135 4.727 8462.46 103.03 2662517163 0 2072557267 0 0 26565077 0 0 0 0 0 444726
ebbrt_tuned 7 524288 6 0x1100 135 4.727 8462.69 103.07 2662524783 0 2075165939 0 0 26612044 0 0 0 0 0 444314
ebbrt_tuned 8 524288 6 0x1100 135 4.726 8464.14 103.16 2662509129 0 2078390526 0 0 26670341 0 0 0 0 0 444920
ebbrt_tuned 9 524288 6 0x1100 135 4.727 8461.69 103.14 2662514339 0 2071545758 0 0 26564330 0 0 0 0 0 444451
ebbrt_tuned 0 524288 6 0x1000 135 4.766 8392.73 99.63 2662437095 0 2093486946 0 0 23831446 0 0 0 0 0 395908
ebbrt_tuned 1 524288 6 0x1000 135 4.768 8388.49 99.57 2662480069 0 2095166019 0 0 23775279 0 0 0 0 0 395351
ebbrt_tuned 2 524288 6 0x1000 135 4.769 8388.25 99.59 2662477253 0 2096577293 0 0 23891407 0 0 0 0 0 395819
ebbrt_tuned 3 524288 6 0x1000 135 4.768 8389.54 99.54 2662468985 0 2094331888 0 0 23822787 0 0 0 0 0 395847
ebbrt_tuned 4 524288 6 0x1000 135 4.771 8384.32 99.69 2662390864 0 2098810971 0 0 23891223 0 0 0 0 0 395937
ebbrt_tuned 5 524288 6 0x1000 135 4.768 8389.64 99.66 2662352896 0 2092428725 0 0 23856651 0 0 0 0 0 397237
ebbrt_tuned 6 524288 6 0x1000 135 4.768 8389.49 99.71 2662441327 0 2098980056 0 0 23989677 0 0 0 0 0 397104
ebbrt_tuned 7 524288 6 0x1000 135 4.7669999999999995 8390.46 99.67 2662473379 0 2102408678 0 0 24025009 0 0 0 0 0 397554
ebbrt_tuned 8 524288 6 0x1000 135 4.768 8390.0 99.64 2662461491 0 2080291679 0 0 23647024 0 0 0 0 0 395962
ebbrt_tuned 9 524288 6 0x1000 135 4.763999999999999 8396.54 99.61 2662425257 0 2096796452 0 0 23887218 0 0 0 0 0 397346
ebbrt_tuned 0 524288 6 0xf00 135 4.771 8383.28 96.69 2662396815 0 2114254473 0 0 23476939 0 0 0 0 0 386042
ebbrt_tuned 1 524288 6 0xf00 135 4.771 8384.66 96.58 2662199132 0 2114473047 0 0 23472505 0 0 0 0 0 385581
ebbrt_tuned 2 524288 6 0xf00 135 4.771 8384.38 96.61 2662322856 0 2105999864 0 0 23340267 0 0 0 0 0 386537
ebbrt_tuned 3 524288 6 0xf00 135 4.772 8382.77 96.67 2662322494 0 2108016001 0 0 23466318 0 0 0 0 0 386557
ebbrt_tuned 4 524288 6 0xf00 135 4.773 8380.08 96.79 2662380629 0 2116527239 0 0 23647002 0 0 0 0 0 386831
ebbrt_tuned 5 524288 6 0xf00 135 4.771 8384.34 96.67 2662406057 0 2105045210 0 0 23499908 0 0 0 0 0 387466
ebbrt_tuned 6 524288 6 0xf00 135 4.772 8382.61 96.68 2662370149 0 2110976698 0 0 23574135 0 0 0 0 0 387320
ebbrt_tuned 7 524288 6 0xf00 135 4.771 8383.96 96.59 2662357577 0 2116223548 0 0 23624294 0 0 0 0 0 387287
ebbrt_tuned 8 524288 6 0xf00 135 4.771 8383.13 96.68 2662249417 0 2105564010 0 0 23549255 0 0 0 0 0 387225
ebbrt_tuned 9 524288 6 0xf00 135 4.772 8382.68 96.76 2662395911 0 2110493491 0 0 23494069 0 0 0 0 0 386511
ebbrt_tuned 0 524288 6 0xc00 135 4.738 8442.52 89.06 2662530569 0 2098990874 0 0 21457026 0 0 0 0 0 408617
ebbrt_tuned 1 524288 6 0xc00 135 4.738 8442.16 89.02 2662569489 0 2099637098 0 0 21518519 0 0 0 0 0 409699
ebbrt_tuned 2 524288 6 0xc00 135 4.738 8442.19 89.07 2662560201 0 2097246133 0 0 21435006 0 0 0 0 0 408283
ebbrt_tuned 3 524288 6 0xc00 135 4.738 8442.52 89.07 2662525315 0 2104164255 0 0 21472557 0 0 0 0 0 407939
ebbrt_tuned 4 524288 6 0xc00 135 4.738 8442.73 89.03 2662556261 0 2102828722 0 0 21551524 0 0 0 0 0 409451
ebbrt_tuned 5 524288 6 0xc00 135 4.738 8442.44 89.02 2662534775 0 2101216732 0 0 21448927 0 0 0 0 0 407602
ebbrt_tuned 6 524288 6 0xc00 135 4.739 8440.99 89.03 2662543857 0 2099787869 0 0 21436919 0 0 0 0 0 407988
ebbrt_tuned 7 524288 6 0xc00 135 4.738 8443.25 89.01 2662494872 0 2102582389 0 0 21513225 0 0 0 0 0 409007
ebbrt_tuned 8 524288 6 0xc00 135 4.739 8439.98 89.0 2662501026 0 2104589722 0 0 21501779 0 0 0 0 0 407991
ebbrt_tuned 9 524288 6 0xc00 135 4.739 8440.47 89.05 2662542591 0 2098312596 0 0 21402125 0 0 0 0 0 407836
ebbrt_tuned 0 524288 8 0x1d00 135 4.758 8407.11 125.83 2652648201 0 1894242887 0 0 2821548 0 0 0 0 0 475964
ebbrt_tuned 1 524288 8 0x1d00 135 4.758 8407.64 125.7 2652649751 0 1890039395 0 0 2818938 0 0 0 0 0 475997
ebbrt_tuned 2 524288 8 0x1d00 135 4.7589999999999995 8404.85 125.92 2652603501 0 1881545429 0 0 2807038 0 0 0 0 0 476126
ebbrt_tuned 3 524288 8 0x1d00 135 4.757 8408.87 125.72 2652641027 0 1892658322 0 0 2822587 0 0 0 0 0 476159
ebbrt_tuned 4 524288 8 0x1d00 135 4.757 8408.73 125.56 2652643219 0 1885288195 0 0 2816855 0 0 0 0 0 475901
ebbrt_tuned 5 524288 8 0x1d00 135 4.758 8406.66 125.67 2652655065 0 1883481824 0 0 2809673 0 0 0 0 0 475611
ebbrt_tuned 6 524288 8 0x1d00 135 4.758 8406.99 125.67 2652633209 0 1893973683 0 0 2823711 0 0 0 0 0 476058
ebbrt_tuned 7 524288 8 0x1d00 135 4.758 8407.24 125.64 2652641155 0 1889202362 0 0 2812883 0 0 0 0 0 475881
ebbrt_tuned 8 524288 8 0x1d00 135 4.757 8408.08 125.66 2652650269 0 1892387157 0 0 2823870 0 0 0 0 0 476061
ebbrt_tuned 9 524288 8 0x1d00 135 4.758 8406.47 125.81 2652633079 0 1890659020 0 0 2815389 0 0 0 0 0 475939
ebbrt_tuned 0 524288 8 0x1c00 135 4.761 8401.04 123.49 2652634091 0 1898291008 0 0 2849200 0 0 0 0 0 474327
ebbrt_tuned 1 524288 8 0x1c00 135 4.761 8402.23 123.27 2652640993 0 1892756108 0 0 2843085 0 0 0 0 0 474222
ebbrt_tuned 2 524288 8 0x1c00 135 4.761 8401.32 123.32 2652618571 0 1899702110 0 0 2851475 0 0 0 0 0 474117
ebbrt_tuned 3 524288 8 0x1c00 135 4.7589999999999995 8404.72 123.21 2652619645 0 1892077788 0 0 2841004 0 0 0 0 0 474604
ebbrt_tuned 4 524288 8 0x1c00 135 4.761 8401.61 123.44 2652645171 0 1901638777 0 0 2861690 0 0 0 0 0 474622
ebbrt_tuned 5 524288 8 0x1c00 135 4.758 8406.13 123.3 2652601509 0 1902107379 0 0 2856996 0 0 0 0 0 474546
ebbrt_tuned 6 524288 8 0x1c00 135 4.762 8399.84 123.43 2652631651 0 1901371353 0 0 2853545 0 0 0 0 0 474497
ebbrt_tuned 7 524288 8 0x1c00 135 4.76 8403.55 123.32 2652583443 0 1899774977 0 0 2852196 0 0 0 0 0 474318
ebbrt_tuned 8 524288 8 0x1c00 135 4.76 8403.97 123.16 2652606469 0 1899114846 0 0 2851868 0 0 0 0 0 474192
ebbrt_tuned 9 524288 8 0x1c00 135 4.762 8399.09 123.51 2652620099 0 1894254440 0 0 2840485 0 0 0 0 0 474370
ebbrt_tuned 0 524288 8 0x1b00 135 4.763999999999999 8396.57 120.9 2652630475 0 1903583188 0 0 2857285 0 0 0 0 0 472732
ebbrt_tuned 1 524288 8 0x1b00 135 4.766 8393.07 120.92 2652643191 0 1904056454 0 0 2852406 0 0 0 0 0 472599
ebbrt_tuned 2 524288 8 0x1b00 135 4.766 8393.66 120.88 2652617799 0 1903724564 0 0 2861661 0 0 0 0 0 472847
ebbrt_tuned 3 524288 8 0x1b00 135 4.766 8393.22 121.03 2652595303 0 1875980784 0 0 2828208 0 0 0 0 0 473031
ebbrt_tuned 4 524288 8 0x1b00 135 4.763 8398.25 120.91 2652641029 0 1889742425 0 0 2839648 0 0 0 0 0 472947
ebbrt_tuned 5 524288 8 0x1b00 135 4.763999999999999 8395.75 121.06 2652628183 0 1893380084 0 0 2843832 0 0 0 0 0 473219
ebbrt_tuned 6 524288 8 0x1b00 135 4.763 8397.88 120.93 2652602247 0 1898665405 0 0 2854393 0 0 0 0 0 473390
ebbrt_tuned 7 524288 8 0x1b00 135 4.766 8392.25 120.95 2652637314 0 1905369908 0 0 2870959 0 0 0 0 0 473221
ebbrt_tuned 8 524288 8 0x1b00 135 4.765 8394.33 120.93 2652620039 0 1903544798 0 0 2871241 0 0 0 0 0 473017
ebbrt_tuned 9 524288 8 0x1b00 135 4.763999999999999 8395.51 120.94 2652647802 0 1909653409 0 0 2871907 0 0 0 0 0 472979
ebbrt_tuned 0 524288 8 0x1a00 135 4.769 8388.36 118.67 2652653227 0 1901825463 0 0 2868130 0 0 0 0 0 473409
ebbrt_tuned 1 524288 8 0x1a00 135 4.768 8388.64 118.6 2652636035 0 1899698243 0 0 2859677 0 0 0 0 0 473547
ebbrt_tuned 2 524288 8 0x1a00 135 4.7669999999999995 8390.49 118.56 2652644819 0 1900568956 0 0 2879624 0 0 0 0 0 473372
ebbrt_tuned 3 524288 8 0x1a00 135 4.7669999999999995 8390.94 118.55 2652640405 0 1902881248 0 0 2867979 0 0 0 0 0 473587
ebbrt_tuned 4 524288 8 0x1a00 135 4.765 8394.27 118.48 2652641039 0 1896207916 0 0 2857140 0 0 0 0 0 473451
ebbrt_tuned 5 524288 8 0x1a00 135 4.768 8389.99 118.58 2652642613 0 1900875390 0 0 2867537 0 0 0 0 0 473305
ebbrt_tuned 6 524288 8 0x1a00 135 4.766 8392.84 118.47 2652579377 0 1906181855 0 0 2888049 0 0 0 0 0 473280
ebbrt_tuned 7 524288 8 0x1a00 135 4.7669999999999995 8391.9 118.62 2652643453 0 1909446896 0 0 2882457 0 0 0 0 0 473434
ebbrt_tuned 8 524288 8 0x1a00 135 4.766 8392.95 118.57 2652585471 0 1895136820 0 0 2881459 0 0 0 0 0 473160
ebbrt_tuned 9 524288 8 0x1a00 135 4.7669999999999995 8390.92 118.6 2652628943 0 1907434268 0 0 2888772 0 0 0 0 0 473506
ebbrt_tuned 0 524288 8 0x1900 135 4.771 8384.72 116.31 2652612277 0 1902227045 0 0 2899384 0 0 0 0 0 473704
ebbrt_tuned 1 524288 8 0x1900 135 4.768 8388.44 116.11 2652606325 0 1901748634 0 0 2910491 0 0 0 0 0 473235
ebbrt_tuned 2 524288 8 0x1900 135 4.769 8387.43 116.14 2652635447 0 1911569677 0 0 2932533 0 0 0 0 0 473295
ebbrt_tuned 3 524288 8 0x1900 135 4.77 8385.72 116.23 2652643057 0 1910514778 0 0 2893540 0 0 0 0 0 473460
ebbrt_tuned 4 524288 8 0x1900 135 4.771 8384.6 116.17 2652649399 0 1908272807 0 0 2906953 0 0 0 0 0 473333
ebbrt_tuned 5 524288 8 0x1900 135 4.771 8384.45 116.15 2652637629 0 1907647848 0 0 2877790 0 0 0 0 0 473802
ebbrt_tuned 6 524288 8 0x1900 135 4.771 8383.69 116.16 2652639623 0 1909439809 0 0 2893020 0 0 0 0 0 473615
ebbrt_tuned 7 524288 8 0x1900 135 4.772 8383.11 116.1 2652645593 0 1908881040 0 0 2911075 0 0 0 0 0 473482
ebbrt_tuned 8 524288 8 0x1900 135 4.769 8388.2 115.94 2652641586 0 1899303397 0 0 2875630 0 0 0 0 0 473577
ebbrt_tuned 9 524288 8 0x1900 135 4.771 8384.3 116.18 2652640295 0 1898727898 0 0 2887773 0 0 0 0 0 473422
ebbrt_tuned 0 524288 8 0x1800 135 4.77 8385.42 113.42 2652663507 0 1909733928 0 0 2968272 0 0 0 0 0 473779
ebbrt_tuned 1 524288 8 0x1800 135 4.772 8382.56 113.44 2652651425 0 1911570516 0 0 2967490 0 0 0 0 0 473422
ebbrt_tuned 2 524288 8 0x1800 135 4.773 8381.19 113.44 2652665701 0 1914413217 0 0 2969731 0 0 0 0 0 473908
