ins,i,dvfs,rapl,ans,joules,time,instructions,ref_cycles,llc_miss
sumtest,2,0x1500,135,2000000000,162.545,6.507,18016519985,18868444029,66103
sumtest,0,0x1700,135,2000000000,157.067,5.867,18014881151,17014272653,59523
sumtest,1,0x1700,135,2000000000,157.157,5.872,18014914947,17028929717,59789
sumtest,2,0x1700,135,2000000000,157.04,5.875,18014923212,17038345611,59774
sumtest,0,0x1900,135,2000000000,154.375,5.404,18013711645,15670033739,54771
sumtest,1,0x1900,135,2000000000,153.965,5.386,18013666815,15619245662,54698
sumtest,2,0x1900,135,2000000000,154.326,5.398,18013695248,15654613018,54675
sumtest,0,0x1b00,135,2000000000,153.177,4.997,18012708320,14492336721,50928
sumtest,1,0x1b00,135,2000000000,153.438,5.002,18012697424,14504773980,50828
sumtest,2,0x1b00,135,2000000000,153.402,5.001,18012692200,14501436863,50778
sumtest,0,0x1d00,135,2000000000,151.564,4.636,18011773295,13445061983,47174
sumtest,1,0x1d00,135,2000000000,152.059,4.651,18011809383,13487357758,47197
sumtest,2,0x1d00,135,2000000000,152.072,4.649,18011806718,13483103052,47148
sumatest,0,0xf00,135,2000000000,196.406,9.572,2024230002,27755971949,6814915
sumatest,1,0xf00,135,2000000000,196.008,9.559,2024201774,27720516520,6740612
sumatest,2,0xf00,135,2000000000,196.669,9.582,2024255047,27785754688,6744012
sumatest,0,0x1100,135,2000000000,183.963,8.435,2021369995,24460153588,6523041
sumatest,1,0x1100,135,2000000000,184.113,8.441,2021384714,24478964873,6496869
sumatest,2,0x1100,135,2000000000,183.962,8.435,2021366815,24460684230,6473538
sumatest,0,0x1300,135,2000000000,175.83,7.572,2019191498,21957849699,6268429
sumatest,1,0x1300,135,2000000000,177.348,7.643,2019366533,22164854338,6261226
sumatest,2,0x1300,135,2000000000,176.309,7.6,2019276548,22037754095,6250371
sumatest,0,0x1500,135,2000000000,167.869,6.752,2017116142,19581031739,6006970
sumatest,1,0x1500,135,2000000000,167.963,6.756,2017125380,19590731543,6043655
sumatest,2,0x1500,135,2000000000,169.356,6.816,2017298791,19766669062,6046856
sumatest,0,0x1700,135,2000000000,165.802,6.243,2015831514,18104784883,5881948
sumatest,1,0x1700,135,2000000000,164.523,6.196,2015735382,17967155813,5894203
sumatest,2,0x1700,135,2000000000,165.247,6.219,2015774035,18034731033,5883377
sumatest,0,0x1900,135,2000000000,162.8,5.73,2014558932,16616979033,5739983
sumatest,1,0x1900,135,2000000000,162.652,5.724,2014527982,16598805661,5735899
sumatest,2,0x1900,135,2000000000,162.18,5.707,2014484695,16548271740,5741245
sumatest,0,0x1b00,135,2000000000,161.957,5.313,2013483451,15406019798,5629787
sumatest,1,0x1b00,135,2000000000,162.298,5.325,2013514652,15441202772,5637031
sumatest,2,0x1b00,135,2000000000,162.222,5.319,2013507210,15424474702,5629418
sumatest,0,0x1d00,135,2000000000,163.644,5.047,2012819405,14635311680,5564098
sumatest,1,0x1d00,135,2000000000,161.97,4.988,2012688092,14464536799,5551473
sumatest,2,0x1d00,135,2000000000,162.167,4.99,2012673079,14470499808,5565775

work1MB,0x1d00,5,175.446,5.462,10486240243,15840300772,1
work1MB,0x1d00,5,175.574,5.462,10486240243,15840279457,1
work1MB,0x1d00,5,175.592,5.462,10486240243,15840313474,1
work1MB,0x1b00,5,176.543,5.867,10486240243,17013664987,1
work1MB,0x1b00,5,176.528,5.867,10486240243,17013714316,1
work1MB,0x1b00,5,176.731,5.867,10486240243,17013660782,1
work1MB,0x1900,5,177.609,6.336,10486240243,18374846107,1
work1MB,0x1900,5,177.786,6.336,10486240243,18374705341,1
work1MB,0x1900,5,177.865,6.336,10486240243,18374722393,1
work1MB,0x1700,5,181.191,6.887,10486240243,19972526954,1
work1MB,0x1700,5,181.203,6.887,10486240243,19972570889,1
work1MB,0x1700,5,181.233,6.887,10486240243,19972548095,1
