sys i itr dvfs rapl read_5th read_10th read_50th read_90th read_95th read_99th measure_QPS target_QPS time joules rx_desc rx_bytes tx_desc tx_bytes instructions cycles ref_cycles llc_miss c1 c1e c3 c6 c7 num_interrupts
ebbrt_tuned 0 20 0x1100 135 39.2 41.4 50.7 60.5 64.5 72.4 999931.8 1000000 20 1385.27 21141625 3364625902 55473440 5063439306 149974729342 311942990160 532686615478 693703826 0 0 0 0 17150014 316486
ebbrt_tuned 0 30 0x1100 135 39.5 41.9 55.4 71.2 78.0 135.3 996793.9 1000000 20 1325.76 16901164 3132973322 51032695 4821808925 130998639531 258347417846 447260147677 555476008 0 0 0 0 13375372 314587
ebbrt_tuned 0 40 0x1100 135 40.8 43.6 59.8 77.1 80.0 88.4 999972.8 1000000 20 1366.16 21277201 3372161690 55475255 5060696569 150943291519 294911093654 504880449981 683048175 0 0 0 0 13527711 312338
ebbrt_tuned 0 0 0x1300 135 36.2 37.6 41.3 49.9 53.5 60.0 999684.7 1000000 20 1549.79 21033528 3360075211 55462060 5069230770 150087633076 365662474413 558337796166 722033521 0 0 0 0 23957611 317488
ebbrt_tuned 0 2 0x1300 135 37.4 37.9 42.1 50.8 53.9 60.2 999659.9 1000000 20 1557.45 21030936 3356847003 55460580 5070541688 150148422526 366729846358 559957337329 716069897 0 0 0 0 23991404 317539
ebbrt_tuned 0 10 0x1300 135 37.5 38.3 44.1 52.8 55.2 62.0 999842.4 1000000 20 1537.01 21072980 3360922721 55471083 5066357727 148210801360 343861834487 525410895407 692883553 0 0 0 0 21987591 317366
ebbrt_tuned 0 20 0x1300 135 37.6 39.0 48.2 58.7 61.3 69.2 1000017.6 1000000 20 1496.53 21124741 3364794138 55477163 5068740106 150292299770 321481939734 492430089419 665232005 0 0 0 0 18509895 316488
ebbrt_tuned 0 30 0x1300 135 39.5 41.9 54.9 67.7 71.6 79.3 999768.5 1000000 20 1493.79 21188464 3367712757 55460741 5062567041 148549394473 308594445045 473798017198 675779082 0 0 0 0 15677647 314860
ebbrt_tuned 0 40 0x1300 135 39.2 42.1 58.4 75.7 79.1 87.7 1000248.7 1000000 20 1482.78 21270983 3375488603 55488646 5070420572 149667446723 301907265432 465510830632 677853800 0 0 0 0 14241698 312339
ebbrt_tuned 0 0 0x1500 135 34.9 35.8 40.0 47.3 50.0 56.7 999862.6 1000000 20 1690.78 21010001 3357956037 55466325 5064618545 151111393278 377795954236 522331198096 718179188 0 0 0 0 26831439 317497
ebbrt_tuned 0 2 0x1500 135 34.7 35.6 40.0 47.4 50.3 57.4 999682.6 1000000 20 1695.99 21012417 3359030326 55462528 5072282464 151382290409 381893854861 527958768968 734282071 0 0 0 0 26697626 317530
ebbrt_tuned 0 10 0x1500 135 37.5 38.3 43.8 51.8 54.2 60.2 999768.1 1000000 20 1667.3 21048202 3360162530 55467706 5066990084 149472241972 353848666059 490251358627 688199799 0 0 0 0 23986460 317350
ebbrt_tuned 0 20 0x1500 135 37.3 38.7 47.7 58.2 60.2 68.9 999780.4 1000000 20 1636.76 21113684 3361309010 55465801 5063707581 149073096741 329146576586 458311544817 685840750 0 0 0 0 19292733 316481
ebbrt_tuned 0 30 0x1500 135 38.3 40.5 53.6 65.9 70.7 79.5 1000111.4 1000000 20 1615.33 21190789 3369314669 55491923 5078425166 149181552078 313840632781 440161452364 675038126 0 0 0 0 16568371 314847
ebbrt_tuned 0 40 0x1500 135 39.0 41.8 58.0 75.5 79.0 88.9 999754.3 1000000 20 1607.18 21251797 3370570021 55462332 5065747863 149148749754 307479593092 434462133694 671856461 0 0 0 0 14821378 312340
ebbrt_tuned 0 0 0x1700 135 34.2 34.8 39.0 45.4 49.0 55.6 999669.7 1000000 20 1838.89 20994144 3352724996 55452458 5060693448 149574648839 388796703023 491562299422 723090567 0 0 0 0 28032150 317481
ebbrt_tuned 0 2 0x1700 135 34.4 35.2 39.5 46.1 49.3 55.4 999667.1 1000000 20 1851.08 20998360 3356047901 55462792 5061648119 150152101701 392816623112 496495280912 724039051 0 0 0 0 28127336 317531
ebbrt_tuned 0 10 0x1700 135 35.4 37.2 42.2 49.7 53.2 59.9 1000240.6 1000000 20 1808.79 21048779 3360891498 55488972 5069338283 149675206790 365590236276 464089941151 697918795 0 0 0 0 24998585 317341
ebbrt_tuned 0 20 0x1700 135 37.6 38.9 47.9 58.2 60.4 71.3 999606.7 1000000 20 1776.53 21101021 3364012740 55458064 5070513589 148467323542 337915823596 432787123274 686368885 0 0 0 0 19817750 316473
ebbrt_tuned 0 30 0x1700 135 38.3 40.3 53.6 66.1 71.0 81.5 1000036.4 1000000 20 1751.89 21180910 3367122556 55480171 5073015617 149480005802 324535120804 420725849071 680155130 0 0 0 0 16973129 314853
ebbrt_tuned 0 40 0x1700 135 38.5 41.2 57.8 75.5 79.3 92.8 999554.3 1000000 20 1736.94 21249102 3370297015 55457380 5069151294 148876764683 313922404293 412959265343 658606136 0 0 0 0 15145817 312355
ebbrt_tuned 0 0 0x1900 135 34.4 35.1 39.2 45.1 48.8 56.5 999531.1 1000000 20 2008.2 20977987 3354797487 55449869 5066334073 148211549038 397994288881 463995950904 694031221 0 0 0 0 29175674 317486
ebbrt_tuned 0 2 0x1900 135 34.3 34.8 38.8 44.9 48.5 55.3 1000074.9 1000000 20 2010.23 20993473 3357377955 55482831 5069745538 148501146866 400896972250 467301963809 694583530 0 0 0 0 29203719 317511
ebbrt_tuned 0 10 0x1900 135 35.3 37.0 42.0 49.6 53.2 60.2 999900.4 1000000 20 1970.3 21039651 3356768195 55472761 5063345477 148989531311 374576103798 439773293251 686650427 0 0 0 0 25623073 317319
ebbrt_tuned 0 20 0x1900 135 37.2 38.5 47.4 58.2 60.9 72.7 999973.5 1000000 20 1936.31 21101225 3361408612 55473865 5066833633 147985682424 345580619636 411700883742 667227395 0 0 0 0 20266068 316464
ebbrt_tuned 0 30 0x1900 135 38.0 40.0 53.4 66.1 71.5 83.8 1000062.9 1000000 20 1905.08 21176185 3366647839 55478883 5070742290 149286746623 333412852589 404254224911 675412875 0 0 0 0 17246625 314847
ebbrt_tuned 0 40 0x1900 135 38.4 41.1 57.9 75.9 79.6 93.9 999447.8 1000000 20 1888.34 21249685 3369407252 55453851 5071260296 148923555490 322821923835 399014422348 661593369 0 0 0 0 15178955 312362
ebbrt_tuned 0 0 0x1b00 135 34.2 34.6 38.2 44.3 47.9 56.5 999872.3 1000000 20 2193.1 20978258 3356721704 55477418 5075013044 147735581058 409031635901 443163966755 692894051 0 0 0 0 30017133 317472
ebbrt_tuned 0 2 0x1b00 135 33.9 34.4 38.1 44.2 47.5 55.6 999783.8 1000000 20 2201.77 20979472 3354850185 55458321 5060165539 148197098494 414205827218 448250076220 716689876 0 0 0 0 30103119 317509
ebbrt_tuned 0 10 0x1b00 135 35.8 37.5 42.3 49.9 53.8 63.7 999719.4 1000000 20 2148.41 21034720 3358325362 55464454 5067121656 148405220607 384392478895 421016732991 682416310 0 0 0 0 26109613 317313
ebbrt_tuned 0 20 0x1b00 135 36.7 38.3 47.2 58.2 61.7 74.2 1000257.0 1000000 20 2101.17 21109531 3364065520 55493392 5071739110 148190967989 355259136620 397131771986 669995246 0 0 0 0 20569936 316451
ebbrt_tuned 0 30 0x1b00 135 37.7 39.6 53.1 66.1 71.9 85.7 999937.2 1000000 20 2067.97 21180523 3365678756 55474987 5070386302 149254289553 342235475492 391835427630 667507380 0 0 0 0 17368810 314833
ebbrt_tuned 0 40 0x1b00 135 38.3 41.1 58.1 76.5 80.7 96.3 999544.0 1000000 20 2044.34 21250387 3370471166 55452619 5068372053 148965142192 330760556556 388084377332 653434736 0 0 0 0 15266419 312372
ebbrt_tuned 0 0 0x1d00 135 32.4 33.9 37.0 43.0 46.3 55.7 1000079.6 1000000 20 2398.17 20982048 3356514009 55482280 5068077602 148055635052 423747301884 429080577304 711920998 0 0 0 0 30791733 317478
ebbrt_tuned 0 2 0x1d00 135 34.1 34.6 38.0 44.2 48.1 58.2 999914.0 1000000 20 2378.68 20978271 3356130484 55473367 5069906720 148022056912 423173969612 428721096117 697483778 0 0 0 0 31214557 317493
ebbrt_tuned 0 10 0x1d00 135 34.8 36.1 41.1 49.4 53.7 64.8 999919.1 1000000 20 2321.72 21041374 3359476870 55480170 5073854754 148158356445 392338151878 404486535501 687123577 0 0 0 0 26352247 317300
ebbrt_tuned 0 20 0x1d00 135 36.6 38.3 47.5 58.6 62.8 75.9 1000035.6 1000000 20 2287.75 21105930 3363408296 55477299 5068159654 148107909514 365550272544 386263762813 676597133 0 0 0 0 20715150 316442
ebbrt_tuned 0 30 0x1d00 135 111.3 128.7 238.6 339.6 361.3 397.1 999851.3 1000000 20 2010.29 23158480 3484193110 55463821 5065388545 167209160664 343266865730 424807370203 684013038 0 0 0 0 1168334 252016
ebbrt_tuned 0 40 0x1d00 135 38.7 41.4 58.7 77.6 83.0 99.4 1000567.0 1000000 20 2220.45 21271993 3374387326 55504943 5076990973 149361888585 341214159251 381664488064 668324575 0 0 0 0 15419053 312374
ebbrt_tuned 0 10 0xd00 135 40.1 44.6 75.3 135.9 165.3 244.5 1499554.3 1500000 20 1311.85 32887104 5116996796 83086553 7584270859 229641854161 401576126760 895823427667 1280682948 0 0 0 0 2561018 317880
ebbrt_tuned 0 20 0xd00 135 50.9 55.4 78.5 122.0 140.8 189.8 1499120.2 1500000 20 1313.93 32803323 5110411735 83067295 7589472080 227197211488 398993060570 890061138252 1277337155 0 0 0 0 2723630 316953
ebbrt_tuned 0 30 0xd00 135 44.3 48.4 67.3 104.0 120.8 164.1 1499368.4 1500000 20 1264.63 32531943 5090399415 83076002 7572681409 225876994786 360902819854 805090749333 1049086662 0 0 0 0 5951057 315520
ebbrt_tuned 0 40 0xd00 135 46.4 51.0 71.9 104.4 116.9 152.0 1499965.7 1500000 20 1253.26 32592269 5098560913 83095495 7583153512 226807517161 356252882138 794717760271 1025728460 0 0 0 0 6100797 312480
